t0_month,tau,t_calendar,I_baseline,I_xi_small,I_xi_full,OC,Y_H_baseline,Y_H_xi_small,Y_H_xi_full
1,59.95544913315754,59.95544913315754,32472.940322677176,34782.08647257122,2.3416069742947007e6,1.795414289452061e6,7.492288189474088e6,7.4895736802324e6,4.77779714964029e6
1,63.4822402586374,63.4822402586374,36759.435522443775,39377.75725598226,2.655068530830127e6,2.006616976027593e6,7.492288189474088e6,7.4895736802324e6,4.77779714964029e6
1,67.00903138411725,67.00903138411725,41540.247451996154,44478.62535164765,2.9799050133535657e6,2.221699193930447e6,7.492288189474088e6,7.4895736802324e6,4.77779714964029e6
1,70.53582250959711,70.53582250959711,46823.82299115391,50096.452983031,3.3194710854346654e6,2.4459089322285354e6,7.492288189474088e6,7.4895736802324e6,4.77779714964029e6
1,74.06261363507696,74.06261363507696,52613.02631359091,56241.42513861762,3.681027469752752e6,2.6880745541252494e6,7.492288189474088e6,7.4895736802324e6,4.77779714964029e6
1,77.58940476055682,77.58940476055682,58905.98338892247,62892.07347753187,4.045013039423013e6,2.930653022048101e6,7.492288189474088e6,7.4895736802324e6,4.77779714964029e6
1,81.11619588603668,81.11619588603668,65697.12980826189,70039.35982074305,4.407945124177841e6,3.172311882428661e6,7.492288189474088e6,7.4895736802324e6,4.77779714964029e6
1,84.64298701151652,84.64298701151652,72978.3935138641,77672.0966207211,4.766698937770591e6,3.41187988205646e6,7.492288189474088e6,7.4895736802324e6,4.77779714964029e6
1,88.16977813699638,88.16977813699638,80740.32904120676,85780.70501583551,5.121106562798678e6,3.650867019187987e6,7.492288189474088e6,7.4895736802324e6,4.77779714964029e6
1,91.69656926247625,91.69656926247625,88973.09060968553,94355.34375856994,5.471216272399426e6,3.890512709573388e6,7.492288189474088e6,7.4895736802324e6,4.77779714964029e6
1,95.22336038795609,95.22336038795609,97667.20004540046,103380.70308709663,5.811159885459623e6,4.125926710484192e6,7.492288189474088e6,7.4895736802324e6,4.77779714964029e6
1,98.75015151343595,98.75015151343595,106814.0527095409,112847.20737772902,6.139958230383399e6,4.356770863215968e6,7.492288189474088e6,7.4895736802324e6,4.77779714964029e6
1,102.2769426389158,102.2769426389158,116406.18355750239,122746.92562808118,6.457137815173332e6,4.582891336464018e6,7.492288189474088e6,7.4895736802324e6,4.77779714964029e6
1,105.80373376439566,105.80373376439566,126437.32411832814,133056.70043238412,6.745825221886854e6,4.7875076169947535e6,7.492288189474088e6,7.4895736802324e6,4.77779714964029e6
1,109.33052488987552,109.33052488987552,136902.30478885036,143765.7857680481,7.000395606483459e6,4.965126629200727e6,7.492288189474088e6,7.4895736802324e6,4.77779714964029e6
1,112.85731601535537,112.85731601535537,147796.84505350643,154892.6395537568,7.24360302112144e6,5.13810442945087e6,7.492288189474088e6,7.4895736802324e6,4.77779714964029e6
1,116.38410714083523,116.38410714083523,159117.3105890356,166434.50870650544,7.476327827424562e6,5.306821409656048e6,7.492288189474088e6,7.4895736802324e6,4.77779714964029e6
1,119.91089826631509,119.91089826631509,170860.4283491003,178389.07859921266,7.699522669732494e6,5.471657743199915e6,7.492288189474088e6,7.4895736802324e6,4.77779714964029e6
1,123.43768939179493,123.43768939179493,183023.0427171786,190746.2553311714,7.906370383587251e6,5.625210839396685e6,7.492288189474088e6,7.4895736802324e6,4.77779714964029e6
1,126.9644805172748,126.9644805172748,195601.90030003243,203503.95217773938,8.097788867517231e6,5.7678967846502215e6,7.492288189474088e6,7.4895736802324e6,4.77779714964029e6
1,130.49127164275464,130.49127164275464,208593.49201309093,216667.17713802142,8.282414653912605e6,5.907764082659587e6,7.492288189474088e6,7.4895736802324e6,4.77779714964029e6
1,134.0180627682345,134.0180627682345,221993.9292429806,230232.91938939044,8.461120487380521e6,6.045168089213535e6,7.492288189474088e6,7.4895736802324e6,4.77779714964029e6
1,137.54485389371436,137.54485389371436,235798.8796238999,244197.6429907504,8.634699142085461e6,6.18042086396797e6,7.492288189474088e6,7.4895736802324e6,4.77779714964029e6
1,141.07164501919422,141.07164501919422,250003.53957035442,258539.46649813856,8.786329756885333e6,6.296276232617557e6,7.492288189474088e6,7.4895736802324e6,4.77779714964029e6
1,144.59843614467408,144.59843614467408,264602.6417446142,273258.70677554636,8.921067953734947e6,6.397456994427875e6,7.492288189474088e6,7.4895736802324e6,4.77779714964029e6
1,148.1252272701539,148.1252272701539,279590.4934250904,288362.98850663885,9.05248528415803e6,6.4971771531947255e6,7.492288189474088e6,7.4895736802324e6,4.77779714964029e6
1,151.65201839563377,151.65201839563377,294961.0317861167,303846.7586851029,9.181089769032497e6,6.595650303657204e6,7.492288189474088e6,7.4895736802324e6,4.77779714964029e6
1,155.17880952111364,155.17880952111364,310707.87572105,319704.0851652588,9.30731955612218e6,6.693049373693258e6,7.492288189474088e6,7.4895736802324e6,4.77779714964029e6
1,158.7056006465935,158.7056006465935,326824.4171429938,335903.21460915916,9.406190177960515e6,6.764165872543588e6,7.492288189474088e6,7.4895736802324e6,4.77779714964029e6
