t,ymin_case,fallow,V,Vtilde,tau_star,d_star,Vtilde_prime,delta_Vtilde,stocking_resid
343.1,ymin_zero,optimal_fallow,90181.45931650711,89765.34929894707,210.02971568272588,0.0,7.843824874003902,12.296623191636586,-4.452798317632684
344.925,ymin_zero,optimal_fallow,90187.60007141155,89779.66427934212,212.02293339480048,0.0,7.843824874003902,12.298584147855086,-4.4547592738511845
346.75,ymin_zero,optimal_fallow,90193.74082631597,89793.97925973719,214.01615110687504,0.0,7.843824874003902,12.300545104073588,-4.456720230069687
348.575,ymin_zero,optimal_fallow,90198.99407964454,89809.92073698995,216.36294481492308,0.0,8.860581543687992,12.302728868080816,-3.442147324392824
350.4,ymin_zero,optimal_fallow,90204.12233275118,89826.09129830718,218.7595379590237,0.0,8.860581543687992,12.304944013466738,-3.4443624697787456
352.225,ymin_zero,optimal_fallow,90175.92849881948,89843.56429582828,221.49824826109452,2.9740740740742195,10.612301469195108,12.31166110499919,-1.6993596358040826
354.05,ymin_zero,optimal_fallow,90099.26617465023,89862.93174600956,224.73458352021268,10.274074074074163,24.016327511543448,12.333793142812013,11.682534368731435
355.875,ymin_zero,optimal_fallow,90022.60385048097,89882.29919619084,227.97091877933082,17.574074074074105,21.90684653618433,12.368534737120386,9.538311799063942
357.7,ymin_zero,optimal_fallow,90038.99352834081,89906.75328675672,232.52431329816014,16.31234567901234,12.367648831910525,12.370225080217315,-0.002576248306789708
359.525,ymin_zero,optimal_fallow,90061.5050484394,89931.54202471633,237.16435645249678,14.48734567901235,12.367648831910525,12.370225080217315,-0.002576248306789708
361.35,ymin_zero,optimal_fallow,90084.02323288292,89965.26360552112,244.01308757830012,12.662345679012308,12.367648831910525,12.370225080217315,-0.002576248306789708
363.175,ymin_zero,optimal_fallow,90106.54895855884,90009.0934032297,253.36112351392063,10.837345679012326,12.367648831910525,12.370225080217315,-0.002576248306789708
0.0,ymin_zero,no_fallow,92779.36622690702,92505.07126637694,253.99603865142743,0.0,36.72809742709877,12.671927570736568,24.0561698563622
1.825,ymin_zero,no_fallow,92781.24039661286,92572.1000441814,267.92764299759926,0.0,36.72809742709877,12.681109595093343,24.046987832005424
3.65,ymin_zero,no_fallow,92783.11456631872,92639.12882198585,281.85924734377113,0.0,36.72809742709877,12.690291619450118,24.03780580764865
5.475,ymin_zero,no_fallow,92787.10671351006,92695.95397534581,293.23919753086415,0.0,26.196162670751164,12.698075887033674,13.49808678371749
7.3,ymin_zero,no_fallow,92792.9705617351,92743.76197221993,302.36419753086415,0.0,26.196162670751164,12.704624927701362,13.491537743049802
9.125,ymin_zero,no_fallow,92798.88739605965,92789.94734965778,311.0861818757329,0.0,11.792636715956483,12.710951691733944,-0.9183149757774611
10.95,ymin_zero,no_fallow,92805.609619097,92811.4689116644,313.68232826260737,0.0,11.792636715956483,12.713899850912933,-0.9212631349564493
12.775,ymin_zero,no_fallow,92812.33184213436,92832.99047367102,316.2784746494818,0.0,11.792636715956483,12.71684801009192,-0.9242112941354375
14.6,ymin_zero,no_fallow,92818.5035223115,92850.60473925123,317.9606697630236,0.0,8.179725636732856,12.719260923185102,-4.539535286452246
16.425,ymin_zero,no_fallow,92824.29670427226,92865.53273853826,319.01452337614916,0.0,8.179725636732856,12.721305854594283,-4.541580217861426
18.25,ymin_zero,no_fallow,92829.87152950368,92879.95497203988,319.9942367755888,0.0,5.9349569452754665,12.723281503019162,-6.788324557743696
20.075,ymin_zero,no_fallow,92833.89602195677,92890.786268465,320.44755465785784,0.0,5.9349569452754665,12.724765242255481,-6.789808296980015
21.9,ymin_zero,no_fallow,92837.92051440985,92901.61756489013,320.9008725401269,0.0,5.9349569452754665,12.7262489814918,-6.791292036216333
23.725,ymin_zero,no_fallow,92840.61161738112,92910.65767490066,321.2783501520294,0.0,4.434971423621475,12.72748735272612,-8.292515929104646
25.55,ymin_zero,no_fallow,92842.59828817329,92918.75149774877,321.6157612060024,0.0,4.434971423621475,12.728596095582025,-8.29362467196055
27.375,ymin_zero,no_fallow,92844.13067157334,92926.22315353145,321.89752014325467,0.0,2.594038736869579,12.729619610072803,-10.135580873203224
29.2,ymin_zero,no_fallow,92843.66419044796,92930.95727422624,321.9344097669357,0.0,2.594038736869579,12.73026811975702,-10.136229382887443
31.025,ymin_zero,no_fallow,92843.19770932259,92935.69139492103,321.97129939061676,0.0,2.594038736869579,12.73091662944124,-10.136877892571661
32.85,ymin_zero,no_fallow,92840.6762853855,92937.95513197943,321.8992372308624,0.0,0.7036176263611075,12.731226730408142,-12.027609104047034
34.675,ymin_zero,no_fallow,92837.33997033344,92939.23923414754,321.7839700535389,0.0,0.7036176263611075,12.731402634814733,-12.027785008453625
36.5,ymin_zero,no_fallow,92833.22227696082,92939.63530033498,321.6716423050959,0.0,-1.2670923581432174,12.731456890456847,-13.998549248600066
38.325,ymin_zero,no_fallow,92826.7213797105,92937.32285678136,321.56827981473845,0.0,-1.2670923581432174,12.731140117367312,-13.99823247551053
40.15,ymin_zero,no_fallow,92820.2204824602,92935.01041322775,321.4649173243811,0.0,-1.2670923581432174,12.730823344277775,-13.997915702420993
41.975,ymin_zero,no_fallow,92811.19624521208,92929.76611328228,321.3466806264436,0.0,-3.3325880549513203,12.730104947024971,-16.062693001976292
43.8,ymin_zero,no_fallow,92801.45105367889,92923.684140082,321.2241941549117,0.0,-3.3325880549513203,12.729271800011235,-16.061859854962556
45.625,ymin_zero,no_fallow,92790.89358614826,92916.94437510919,321.26844197880297,0.0,-4.500393722340394,12.728348544535507,-17.2287422668759
47.45,ymin_zero,no_fallow,92778.5166203834,92908.73115656592,321.68617462444206,0.0,-4.500393722340394,12.727223446104922,-17.227617168445317
49.275,ymin_zero,no_fallow,92766.13965461854,92900.51793802265,322.10390727008115,0.0,-4.500393722340394,12.726098347674338,-17.226492070014732
51.1,ymin_zero,no_fallow,92752.24861547914,92890.52469671486,321.9759387650945,0.0,-5.662213576697676,12.724729410508886,-18.38694298720656
52.925,ymin_zero,no_fallow,92738.06812113577,92880.19115693738,321.7436450401352,0.0,-5.662213576697676,12.72331385711471,-18.385527433812385
54.75,ymin_zero,no_fallow,92722.80250528443,92868.32392404984,321.4152883713501,0.0,-7.931238999822075,12.721688208773951,-20.652927208596026
56.575,ymin_zero,no_fallow,92705.6921828695,92853.84941287516,320.92362469806073,0.0,-7.931238999822075,12.719705399023997,-20.65094439884607
58.4,ymin_zero,no_fallow,92688.5818604546,92839.37490170049,320.4319610247714,0.0,-7.931238999822075,12.717722589274041,-20.648961589096118
60.225,ymin_zero,no_fallow,92668.60475843603,92820.90319456806,320.00312242062313,0.0,-10.361510139452665,12.715192218433982,-23.076702357886646
62.05,ymin_zero,no_fallow,92648.31348878967,92801.99343856357,319.58116875555885,0.0,-10.361510139452665,12.71260184089912,-23.074111980351788
63.875,ymin_zero,no_fallow,92626.72476578766,92781.07781804184,319.07822240275635,0.0,-12.905150466577865,12.709736687402994,-25.61488715398086
65.7,ymin_zero,no_fallow,92603.43081837535,92757.52591844034,318.46882851749797,0.0,-12.905150466577865,12.70651039978635,-25.611660866364215
67.525,ymin_zero,no_fallow,92580.13687096303,92733.97401883882,317.8594346322396,0.0,-12.905150466577865,12.703284112169703,-25.60843457874757
69.35,ymin_zero,no_fallow,92554.7090017679,92707.032731957,317.21714090957204,0.0,-14.83377968825627,12.69959352492562,-27.53337321318189
71.175,ymin_zero,no_fallow,92529.19905865805,92679.96108402594,316.5735818085426,0.0,-14.83377968825627,12.695885080003555,-27.529664768259824
73.0,ymin_zero,no_fallow,92502.81252472235,92651.45092676804,315.9927219415009,0.0,-16.429933872820804,12.691979579009322,-29.121913451830125
74.825,ymin_zero,no_fallow,92475.52748519013,92621.46629745014,315.4761287892966,0.0,-16.429933872820804,12.687872095541117,-29.11780596836192
76.65,ymin_zero,no_fallow,92448.21395155031,92591.42522040156,314.9543607016287,0.0,-17.68260953984838,12.683756879507065,-30.366366419355444
78.475,ymin_zero,no_fallow,92419.77490065931,92559.15445799135,314.2281826631498,0.0,-17.68260953984838,12.679336227122104,-30.361945766970482
80.3,ymin_zero,no_fallow,92391.33584976831,92526.88369558113,313.502004624671,0.0,-17.68260953984838,12.674915574737142,-30.35752511458552
82.125,ymin_zero,no_fallow,92362.86913491333,92494.2753454151,312.74588185798285,0.0,-18.015572805851473,12.670448677454123,-30.686021483305595
83.95,ymin_zero,no_fallow,92334.38028888717,92461.3969250444,311.9658033087273,0.0,-18.015572805851473,12.66594478425266,-30.681517590104136
85.775,ymin_zero,no_fallow,92305.8929834339,92428.45713125495,311.19875954238256,0.0,-18.404711508100483,12.661432483733556,-31.06614399183404
87.6,ymin_zero,no_fallow,92277.4219640369,92394.86853275268,310.56951205252375,0.0,-18.404711508100483,12.656831305856533,-31.06154281395702
89.425,ymin_zero,no_fallow,92248.9509446399,92361.27993425039,309.94026456266494,0.0,-18.404711508100483,12.652230127979507,-31.05694163607999
91.25,ymin_zero,no_fallow,92221.1540598532,92328.30423641711,309.1639886977781,0.0,-17.860657215612797,12.647712909098237,-30.508370124711035
93.075,ymin_zero,no_fallow,92193.77513852491,92295.70853699862,308.29655524037383,0.0,-17.860657215612797,12.643247744794333,-30.50390496040713
94.9,ymin_zero,no_fallow,92166.5990919191,92263.27738965143,307.45277962613574,0.0,-17.25203996556153,12.63880512187006,-29.89084508743159
96.725,ymin_zero,no_fallow,92140.58957496747,92231.79241671428,306.7450366101028,0.0,-17.25203996556153,12.63449211187867,-29.8865320774402
98.55,ymin_zero,no_fallow,92114.58005801582,92200.30744377713,306.03729359406975,0.0,-17.25203996556153,12.630179101887279,-29.88221906744881
100.375,ymin_zero,no_fallow,92089.71214610702,92170.08908540706,305.1679604827978,0.0,-16.229915134349703,12.626039600740695,-28.8559547350904
102.2,ymin_zero,no_fallow,92065.38390203664,92140.46949028687,304.22223932650377,0.0,-16.229915134349703,12.621982121957107,-28.85189725630681
104.025,ymin_zero,no_fallow,92041.51520723438,92111.29185143471,303.31056092448057,0.0,-15.076056706918903,12.617985185128044,-27.694041892046947
105.85,ymin_zero,no_fallow,92019.37658026506,92083.7780479446,302.5270434797125,0.0,-15.076056706918903,12.614216170951316,-27.69027287787022
107.675,ymin_zero,no_fallow,91997.23795329574,92056.26424445446,301.74352603494447,0.0,-15.076056706918903,12.610447156774585,-27.68650386369349
109.5,ymin_zero,no_fallow,91976.66258350032,92030.59709996462,300.8127884675352,0.0,-13.710034980680838,12.606931109584197,-26.316966090265034
111.325,ymin_zero,no_fallow,91956.63435371575,92005.57628612488,299.8305238572015,0.0,-13.710034980680838,12.603503600839026,-26.313538581519865
113.15,ymin_zero,no_fallow,91937.28553382754,91981.22753523946,298.8836071907661,0.0,-12.354191909691071,12.600168155512257,-24.95436006520333
114.975,ymin_zero,no_fallow,91919.7587677522,91958.68113500427,298.0314872829671,0.0,-12.354191909691071,12.597079607534834,-24.951271517225905
116.8,ymin_zero,no_fallow,91902.23200167686,91936.13473476909,297.1793673751681,0.0,-12.354191909691071,12.59399105955741,-24.94818296924848
118.625,ymin_zero,no_fallow,91886.58527251644,91915.80643769726,296.20949172124955,0.0,-10.839617779177015,12.591206361328394,-23.430824140505408
120.45,ymin_zero,no_fallow,91871.40132167353,91896.02413525026,295.2106300375169,0.0,-10.839617779177015,12.588496456883599,-23.428114236060615
122.275,ymin_zero,no_fallow,91857.01989481371,91877.04814066604,294.2409691231808,0.0,-9.51418019652186,12.585897005570692,-22.10007720209255
124.1,ymin_zero,no_fallow,91844.24351592005,91859.6847618074,293.3297097476376,0.0,-9.51418019652186,12.583518460521562,-22.097698657043424
125.925,ymin_zero,no_fallow,91831.46713702638,91842.32138294874,292.41845037209436,0.0,-9.51418019652186,12.58113991547243,-22.09532011199429
127.75,ymin_zero,no_fallow,91820.46553772443,91827.27332051091,291.31224575757057,0.0,-8.046151780975498,12.57907853705629,-20.62523031803179
129.575,ymin_zero,no_fallow,91809.74283235833,91812.58909351063,290.17540689120693,0.0,-8.046151780975498,12.577066999111047,-20.623218780086546
131.4,ymin_zero,no_fallow,91799.79108171347,91798.44830015964,289.10642463861564,0.0,-7.29241675369601,12.575129904131458,-19.867546657827468
133.225,ymin_zero,no_fallow,91791.01985548553,91785.13963958414,288.14134782586325,0.0,-7.29241675369601,12.573306799943035,-19.865723553639043
135.05,ymin_zero,no_fallow,91782.24862925758,91771.83097900865,287.17627101311086,0.0,-7.29241675369601,12.571483695754612,-19.86390044945062
136.875,ymin_zero,no_fallow,91775.38091738134,91761.38838454784,285.97895953358716,0.0,-5.596333792680679,12.57005320336272,-18.1663869960434
138.7,ymin_zero,no_fallow,91768.66548665323,91751.17507537619,284.76306928072177,0.0,-5.596333792680679,12.568654119914548,-18.164987912595226
140.525,ymin_zero,no_fallow,91762.54949689838,91741.03576021382,283.6402524302045,0.0,-5.507573855601077,12.567265172632032,-18.074839028233107
142.35,ymin_zero,no_fallow,91757.1463558685,91730.98443792736,282.62811746356084,0.0,-5.507573855601077,12.565888279168133,-18.07346213476921
144.175,ymin_zero,no_fallow,91751.74321483863,91720.93311564089,281.61598249691707,0.0,-5.507573855601077,12.564511385704233,-18.07208524130531
146.0,ymin_zero,no_fallow,91748.18674546815,91712.86650543014,280.58761679546484,0.0,-4.406466471122203,12.56340637060687,-16.96987284172907
147.825,ymin_zero,no_fallow,91744.65335949342,91704.82470412034,279.5590482098275,0.0,-4.406466471122203,12.562304753989089,-16.96877122511129
149.65,ymin_zero,no_fallow,91741.80023005551,91697.97785733838,278.39795978111283,0.0,-3.1436965199816487,12.561366829772382,-15.705063349754031
151.475,ymin_zero,no_fallow,91739.57876740179,91692.24061118941,277.1138172123978,0.0,-3.1436965199816487,12.560580905642386,-15.704277425624035
153.3,ymin_zero,no_fallow,91737.4202330646,91686.5045116814,275.84044501911546,0.0,-3.1309735175641538,12.559795138586495,-15.690768656150649
155.125,ymin_zero,no_fallow,91736.47306882011,91680.79048501185,274.7744025529128,0.0,-3.1309735175641538,12.559012395207104,-15.689985912771258
156.95,ymin_zero,no_fallow,91735.52590457562,91675.0764583423,273.7083600867102,0.0,-3.1309735175641538,12.558229651827714,-15.689203169391869
158.775,ymin_zero,no_fallow,91735.42400098931,91670.55544742961,272.5816144225563,0.0,-2.004371636989604,12.557610335264332,-14.561981972253935
160.6,ymin_zero,no_fallow,91735.93356255996,91666.8974691921,271.41095580669315,0.0,-2.004371636989604,12.557109242355084,-14.561480879344689
162.425,ymin_zero,no_fallow,91736.53944356398,91663.31475640235,270.2378089502213,0.0,-1.633199565837075,12.556618459781145,-14.18981802561822
164.25,ymin_zero,no_fallow,91737.91588003482,91660.33416719471,269.04475616887987,0.0,-1.633199565837075,12.55621015988969,-14.189409725726764
166.075,ymin_zero,no_fallow,91739.29231650567,91657.35357798706,267.85170338753846,0.0,-1.633199565837075,12.555801859998228,-14.189001425835302
167.9,ymin_zero,no_fallow,91741.41622539883,91654.75025096328,266.7148213074516,0.0,-1.3111949621097807,12.555445239857985,-13.866640201967765
169.725,ymin_zero,no_fallow,91743.95699391213,91652.35732015742,265.60926519537213,0.0,-1.3111949621097807,12.555117441117456,-13.866312403227237
171.55,ymin_zero,no_fallow,91746.68612761515,91650.34337382807,264.4728901483627,0.0,-0.10971775676162857,12.554841558058643,-12.664559314820272
173.375,ymin_zero,no_fallow,91750.31672329757,91650.14313892198,263.1890244841885,0.0,-0.10971775676162857,12.554814128619451,-12.66453188538108
175.2,ymin_zero,no_fallow,91753.94731897999,91649.9429040159,261.90515882001426,0.0,-0.10971775676162857,12.554786699180262,-12.664504455941891
177.025,ymin_zero,no_fallow,91758.04479806001,91649.29697849225,260.73024113530323,0.0,-0.45675875673876637,12.554698216231817,-13.011456972970583
178.85,ymin_zero,no_fallow,91762.33885962324,91648.4633937612,259.60119628405045,0.0,-0.45675875673876637,12.554584026542631,-13.011342783281398
180.675,ymin_zero,no_fallow,91766.85013670828,91647.84980288694,258.4704894596184,0.0,0.057141817151648504,12.554499972998212,-12.497358155846563
182.5,ymin_zero,no_fallow,91772.07022233815,91647.95408670323,257.33435935428594,0.0,0.057141817151648504,12.5545142584525,-12.49737244130085
184.325,ymin_zero,no_fallow,91777.29030796803,91648.05837051953,256.19822924895345,0.0,0.057141817151648504,12.554528543906788,-12.497386726755138
186.15,ymin_zero,no_fallow,91783.15914797834,91649.4367989277,254.96237442751593,0.0,0.9692559306347119,12.554717369716125,-11.585461439081413
187.975,ymin_zero,no_fallow,91789.2267998149,91651.2056910011,253.6959588059817,0.0,0.9692559306347119,12.554959683698783,-11.58570375306407
189.8,ymin_zero,no_fallow,91795.46490597361,91652.85955853158,252.46280952435382,0.0,0.7565393101258517,12.555186240894738,-11.798646930768886
191.625,ymin_zero,no_fallow,91802.10784114736,91654.24024277255,251.30866780000363,0.0,0.7565393101258517,12.555375375722269,-11.798836065596417
193.45,ymin_zero,no_fallow,91808.75077632112,91655.62092701353,250.15452607565348,0.0,0.7565393101258517,12.5555645105498,-11.799025200423948
195.275,ymin_zero,no_fallow,91816.00666679506,91657.59782075645,248.9954876855584,0.0,1.151493059111883,12.555835317911844,-11.40434225879996
197.1,ymin_zero,no_fallow,91823.390637481,91659.69929558934,247.83542611157637,0.0,1.151493059111883,12.556123191176622,-11.404630132064739
198.925,ymin_zero,no_fallow,91830.99604979115,91662.05114380548,246.67111044737837,0.0,1.5346814208465838,12.556445362165135,-11.021763941318552
200.75,ymin_zero,no_fallow,91838.9985298413,91664.85193739852,245.49916675934494,0.0,1.5346814208465838,12.556829032520346,-11.022147611673763
202.575,ymin_zero,no_fallow,91847.00100989144,91667.65273099157,244.32722307131152,0.0,1.5346814208465838,12.557212702875558,-11.022531282028975
204.4,ymin_zero,no_fallow,91855.56999989157,91670.94308442618,243.1555291259106,0.0,1.8364648848272878,12.557663436222766,-10.721198551395478
206.225,ymin_zero,no_fallow,91864.20980363544,91674.29463284099,241.9838663983387,0.0,1.8364648848272878,12.558122552443972,-10.721657667616684
208.05,ymin_zero,no_fallow,91873.06555132572,91677.87830318515,240.80987275230427,0.0,2.139476589538188,12.558613466189747,-10.41913687665156
209.875,ymin_zero,no_fallow,91882.21980976543,91681.78284796106,239.6326569542775,0.0,2.139476589538188,12.559148335337133,-10.419671745798944
211.7,ymin_zero,no_fallow,91891.37406820516,91685.68739273696,238.45544115625074,0.0,2.139476589538188,12.559683204484516,-10.420206614946327
213.525,ymin_zero,no_fallow,91901.03812049604,91690.05845700474,237.27555075115333,0.0,2.408383039212807,12.56028198041161,-10.151898941198802
215.35,ymin_zero,no_fallow,91910.7286555844,91694.4537560513,236.0955214054289,0.0,2.408383039212807,12.560884076171412,-10.152501036958604
217.175,ymin_zero,no_fallow,91920.62825190657,91699.07969730387,234.9118770992009,0.0,2.6708631050569607,12.561517766753957,-9.890654661696995
219.0,ymin_zero,no_fallow,91930.75299109593,91703.9540224706,233.72433975858448,0.0,2.6708631050569607,12.562185482530221,-9.89132237747326
220.825,ymin_zero,no_fallow,91940.88298060965,91708.83345707043,232.53674352126828,0.0,2.8976379442099023,12.562853898228829,-9.665215954018926
222.65,ymin_zero,no_fallow,91951.43299607177,91714.12164631861,231.34443554796968,0.0,2.8976379442099023,12.56357830771488,-9.665940363504978
224.475,ymin_zero,no_fallow,91961.9830115339,91719.4098355668,230.1521275746711,0.0,2.8976379442099023,12.564302717200933,-9.66666477299103
226.3,ymin_zero,no_fallow,91972.78941829776,91724.3396968168,229.0477691339085,0.0,2.5361862897504914,12.564978040659836,-10.028791750909345
228.125,ymin_zero,no_fallow,91983.8114268381,91728.96823679558,228.01736825459662,0.0,2.5361862897504914,12.565612087232273,-10.029425797481782
229.95,ymin_zero,no_fallow,91994.8599136286,91733.71955819611,226.9747592788416,0.0,3.444432423173443,12.566262953177551,-9.121830530004107
231.775,ymin_zero,no_fallow,92006.2393785461,91740.00564736841,225.7795490975471,0.0,3.444432423173443,12.567124061283346,-9.122691638109902
233.6,ymin_zero,no_fallow,92017.6188434636,91746.2917365407,224.5843389162526,0.0,3.444432423173443,12.56798516938914,-9.123552746215697
235.425,ymin_zero,no_fallow,92029.1934655748,91751.7345210841,223.5255416696536,0.0,2.6805780766167797,12.568730756312892,-9.888152679696113
237.25,ymin_zero,no_fallow,92040.89553728189,91756.62657607392,222.5558304212231,0.0,2.6805780766167797,12.569400900832045,-9.888822824215266
239.075,ymin_zero,no_fallow,92052.65323938424,91761.82760474429,221.55569451706418,0.0,3.9272464763287376,12.570113370512919,-8.64286689418418
240.9,ymin_zero,no_fallow,92064.7649530927,91768.9948295636,220.3619471673607,0.0,3.9272464763287376,12.571095182132002,-8.643848705803265
242.725,ymin_zero,no_fallow,92076.87666680115,91776.16205438289,219.16819981765727,0.0,3.9272464763287376,12.572076993751082,-8.644830517422346
244.55,ymin_zero,no_fallow,92089.08663793911,91783.44010445724,217.97356821799139,0.0,4.018335727058741,12.573073986911952,-8.554738259853211
246.375,ymin_zero,no_fallow,92101.3457377918,91790.77356715914,216.7784944933443,0.0,4.018335727058741,12.574078570843719,-8.555742843784978
248.2,ymin_zero,no_fallow,92113.67211430991,91797.74828780755,215.64612321210475,0.0,3.0231950993072334,12.575034012028434,-9.5518389127212
250.025,ymin_zero,no_fallow,92126.27180228125,91803.26561886379,214.76848060720812,0.0,3.0231950993072334,12.575789810803261,-9.552594711496027
251.85,ymin_zero,no_fallow,92138.87149025258,91808.78294992002,213.8908380023115,0.0,3.0231950993072334,12.576545609578085,-9.553350510270851
253.675,ymin_zero,no_fallow,92151.56064649372,91816.10304923341,212.78910374942552,0.0,4.37935232084299,12.577548362908688,-8.198196042065698
255.5,ymin_zero,no_fallow,92164.28316378461,91824.09536721895,211.60380989898417,0.0,4.37935232084299,12.578643200988898,-8.199290880145908
257.325,ymin_zero,no_fallow,92177.05849142911,91831.35983059839,210.53807824419548,0.0,2.841029474325714,12.579638332958686,-9.738608858632972
259.15,ymin_zero,no_fallow,92189.9847057982,91836.54470938904,209.81395286269998,0.0,2.841029474325714,12.580348590327267,-9.739319116001553
260.975,ymin_zero,no_fallow,92202.91092016728,91841.72958817969,209.08982748120445,0.0,2.841029474325714,12.58105884769585,-9.740029373370136
262.8,ymin_zero,no_fallow,92215.98745185461,91849.59867949107,208.0168691640536,0.0,4.702512472439696,12.582136805409737,-7.8796243329700415
264.625,ymin_zero,no_fallow,92229.10391157959,91858.18076475327,206.85125209836926,0.0,4.702512472439696,12.583312433527846,-7.88079996108815
266.45,ymin_zero,no_fallow,92242.21826654514,91865.8243021692,205.84553167207912,0.0,3.1003549266397625,12.584359493447838,-9.484004566808075
268.275,ymin_zero,no_fallow,92255.32816913497,91871.48244991031,205.1780541368151,0.0,3.1003549266397625,12.585134582179496,-9.484779655539732
270.1,ymin_zero,no_fallow,92268.43807172481,91877.14059765144,204.51057660155104,0.0,3.1003549266397625,12.585909670911157,-9.485554744271393
271.925,ymin_zero,no_fallow,92281.49293400654,91882.17161736939,203.98492495096588,0.0,2.6969610820763577,12.586598851694438,-9.88963776961808
273.75,ymin_zero,no_fallow,92294.53822406077,91887.09357134417,203.48393867162923,0.0,2.6969610820763577,12.587273091964956,-9.890312009888598
275.575,ymin_zero,no_fallow,92307.74504055647,91893.76511997342,202.7498227230566,0.0,5.20190437878613,12.588187002736086,-7.386282623949956
277.4,ymin_zero,no_fallow,92321.21238357067,91903.25859546471,201.63969117894212,0.0,5.20190437878613,12.589487478830783,-7.387583100044653
279.225,ymin_zero,no_fallow,92334.67972658489,91912.75207095599,200.5295596348276,0.0,5.20190437878613,12.59078795492548,-7.388883576139349
281.05,ymin_zero,no_fallow,92347.81247110471,91918.86299805071,200.04559791739504,0.0,3.173126739973864,12.591625068226126,-9.418498328252262
282.875,ymin_zero,no_fallow,92360.9135644156,91924.65395435116,199.62086848086486,0.0,3.173126739973864,12.592418349911119,-9.419291609937256
284.7,ymin_zero,no_fallow,92373.98886984521,91930.47918021347,199.25077644490722,0.0,3.2153768847232786,12.593216326056641,-9.377839441333363
286.525,ymin_zero,no_fallow,92387.03194042319,91936.3472430281,198.9489811596653,0.0,3.2153768847232786,12.594020170277823,-9.378643285554544
288.35,ymin_zero,no_fallow,92400.07501100116,91942.2153058427,198.64718587442337,0.0,3.2153768847232786,12.594824014499002,-9.379447129775723
290.175,ymin_zero,no_fallow,92413.41940047318,91952.1419592055,197.64462748439766,0.0,5.495563008543975,12.596183830028153,-7.100620821484178
292.0,ymin_zero,no_fallow,92426.77141827166,91962.17136169609,196.62432825627616,0.0,5.495563008543975,12.597557720780289,-7.101994712236314
293.825,ymin_zero,no_fallow,92439.90437749616,91970.6852656644,195.98656095813374,0.0,3.854996616223365,12.598724008995125,-8.74372739277176
295.65,ymin_zero,no_fallow,92452.82362103878,91977.720634489,195.7219955428977,0.0,3.854996616223365,12.59968775814918,-8.744691141925815
297.475,ymin_zero,no_fallow,92465.73562095361,91984.85346399136,195.43244099769393,0.0,5.2968806156475114,12.600664858081009,-7.3037842424334976
299.3,ymin_zero,no_fallow,92478.45928654636,91994.5202711149,194.49316907332963,0.0,5.2968806156475114,12.60198907823492,-7.305108462587409
301.125,ymin_zero,no_fallow,92491.18295213912,92004.18707823846,193.55389714896532,0.0,5.2968806156475114,12.603313298388832,-7.30643268274132
302.95,ymin_zero,no_fallow,92503.73640792214,92012.64458978163,193.07651983350203,0.0,4.130079638737541,12.604471861613924,-8.474392222876382
304.775,ymin_zero,no_fallow,92516.16035624123,92020.18198512233,192.9505840682895,0.0,4.130079638737541,12.605504381523607,-8.475424742786066
306.6,ymin_zero,no_fallow,92528.55697838098,92027.7491939791,192.84344302855405,0.0,4.295483392348376,12.606540985476592,-8.311057593128215
308.425,ymin_zero,no_fallow,92540.70424913398,92035.58845117014,192.90780385879688,0.0,4.295483392348376,12.607614856324679,-8.312131463976304
310.25,ymin_zero,no_fallow,92552.851519887,92043.42770836118,192.97216468903972,0.0,4.295483392348376,12.608688727172765,-8.313205334824389
312.075,ymin_zero,no_fallow,92564.68294168018,92051.72992366318,192.91723907344382,0.0,4.69838005620591,12.609826016940163,-7.911445960734253
313.9,ymin_zero,no_fallow,92576.32856996758,92060.30446726576,192.79214496029573,0.0,4.69838005620591,12.611000611954214,-7.912620555748304
315.725,ymin_zero,no_fallow,92587.88773368309,92068.77355082832,192.85443702278315,0.0,4.3383268110356354,12.612160760387443,-8.273833949351808
317.55,ymin_zero,no_fallow,92598.9946211765,92076.69099725845,193.89690292705603,0.0,4.3383268110356354,12.6132453420902,-8.274918531054565
319.375,ymin_zero,no_fallow,92610.1015086699,92084.6084436886,194.93936883132895,0.0,4.3383268110356354,12.61432992379296,-8.276003112757325
321.2,ymin_zero,no_fallow,92620.86788002106,92093.64822678683,195.42834833583825,0.0,5.2278500019828575,12.615568250244772,-7.387718248261915
323.025,ymin_zero,no_fallow,92631.48223523729,92103.18905304043,195.67023569759596,0.0,5.2278500019828575,12.616875212745267,-7.3890252107624095
324.85,ymin_zero,no_fallow,92641.92667873911,92112.84517220999,196.12085832709153,0.0,5.512133904255295,12.61819796879589,-7.106064064540595
326.675,ymin_zero,no_fallow,92651.77643124049,92122.90481658524,197.30205439366955,0.0,5.512133904255295,12.619576002271954,-7.107442098016659
328.5,ymin_zero,no_fallow,92661.62618374189,92132.96446096052,198.48325046024755,0.0,5.512133904255295,12.620954035748017,-7.108820131492722
330.325,ymin_zero,no_fallow,92671.03366323761,92143.60482344615,199.2759042908333,0.0,5.934664036210163,12.622411619650158,-6.687747583439996
332.15,ymin_zero,no_fallow,92680.29613519048,92154.43558531223,199.9411672243724,0.0,5.934664036210163,12.623895285659211,-6.6892312494490485
333.975,ymin_zero,no_fallow,92689.31285725458,92165.66587884253,200.8331633770638,0.0,6.70564830784497,12.625433682033224,-5.919785374188254
