t,fallow,V,Vtilde,tau_star,d_star,Vtilde_prime,delta_Vtilde,stocking_resid
49.275,optimal_fallow,59654.37234834333,59531.44320005468,313.1419925323093,13.811419753086414,9.3855360790781,8.178329408961595,1.2072066701165056
51.1,optimal_fallow,59669.28966619452,59558.271856859494,312.0488317622732,11.98641975308641,9.3855360790781,8.178329408961595,1.2072066701165056
52.925,optimal_fallow,59684.208461598624,59584.96903281077,310.9587533278186,10.161419753086415,9.3855360790781,8.178329408961595,1.2072066701165056
54.75,optimal_fallow,59699.130668845646,59610.43838659294,309.87417879527135,8.336419753086412,9.3855360790781,8.178329408961595,1.2072066701165056
56.575,optimal_fallow,59714.05867622562,59633.82044268764,308.7989608959664,6.51141975308641,9.3855360790781,8.178329408961595,1.2072066701165056
58.4,optimal_fallow,59728.986683605595,59657.20249878234,307.72374299666143,4.6864197530864145,9.3855360790781,8.178329408961595,1.2072066701165056
60.225,optimal_fallow,59743.92301790421,59674.94872708966,306.6568423024092,2.8614197530864134,4.399027545675723,8.178329408961595,-3.7793018632858724
62.05,optimal_fallow,59758.86026474186,59692.077330433975,305.5908530826833,1.036419753086419,4.399027545675723,8.178329408961595,-3.7793018632858724
63.875,optimal_fallow,59759.0479178701,59705.27367164779,304.5271070136328,0.0,4.399027545675723,8.178804612554492,-3.7797770668787694
65.7,optimal_fallow,59739.85039069455,59713.301896918645,303.46630908547013,0.0,4.399027545675723,8.179904369440912,-3.7808768237651895
67.525,optimal_fallow,59720.652863519,59721.3301221895,302.4055111573074,0.0,4.399027545675723,8.18100412632733,-3.781976580651608
69.35,optimal_fallow,59694.23424019626,59718.50308981204,301.34480294407246,0.0,-1.7778313901425737,8.180616861618088,-9.958448251760661
71.175,optimal_fallow,59667.537882406315,59715.25854752503,300.2840981814116,0.0,-1.7778313901425737,8.180172403770554,-9.958003793913127
73.0,optimal_fallow,59637.208432189036,59705.93863925481,299.2216563819533,0.0,-8.518990905757757,8.178895704007509,-16.697886609765266
74.825,optimal_fallow,59603.15506223373,59690.3914808518,298.1574341197776,0.0,-8.518990905757757,8.17676595628107,-16.695756862038827
76.65,optimal_fallow,59568.937015415875,59674.54787643709,297.09303508428945,0.0,-15.097655823001022,8.174595599511932,-23.27225142251295
78.475,optimal_fallow,59528.214232527476,59646.99465456012,296.0216535029597,0.0,-15.097655823001022,8.170821185556182,-23.268477008557205
80.3,optimal_fallow,59487.49144963907,59619.44143268314,294.95027192162996,0.0,-15.097655823001022,8.16704677160043,-23.264702594601452
82.125,optimal_fallow,59443.689445862896,59586.03965501387,293.8730271565416,0.0,-20.86609441266493,8.162471185618339,-29.028565598283265
83.95,optimal_fallow,59397.424065376494,59547.95903271075,292.7910918444462,0.0,-20.86609441266493,8.157254662015172,-29.023349074680098
85.775,optimal_fallow,59350.8066401555,59509.16799937539,291.7081015713198,0.0,-25.370461818674308,8.151940821832246,-33.522402640506556
87.6,optimal_fallow,59300.46759916882,59462.866906556315,290.61395885300726,0.0,-25.370461818674308,8.145598206377578,-33.516060025051885
89.425,optimal_fallow,59250.12855818214,59416.56581373723,289.5198161346948,0.0,-25.370461818674308,8.13925559092291,-33.509717409597215
91.25,optimal_fallow,59198.26484430328,59366.8460179914,288.41724904856727,0.0,-28.405146060506972,8.132444659998823,-36.5375907205058
93.075,optimal_fallow,59145.455833231266,59315.00662643097,287.3094588543945,0.0,-28.405146060506972,8.125343373483696,-36.53048943399067
94.9,optimal_fallow,59092.51808104391,59262.74095909467,286.19966366712896,0.0,-29.981782491832966,8.118183693026667,-38.09996618485963
96.725,optimal_fallow,59038.84006744338,59208.02420604708,285.07833976957966,0.0,-29.981782491832966,8.11068824740371,-38.092470739236674
98.55,optimal_fallow,58985.162053842854,59153.30745299948,283.95701587203035,0.0,-29.981782491832966,8.103192801780752,-38.08497529361372
