day,LHS,RHS
447.33082074466375,568274.8831634367,264469.0589022764
448.8752180482785,567391.7920161865,265796.73906268855
450.41961535189324,566483.2307556954,267113.34857728746
451.96401265550804,565549.6123212114,268418.9029391146
453.5084099591228,564591.3460130034,269713.4188483445
455.05280726273753,563608.8375042662,270996.91418064915
456.5972045663523,562602.4888529918,272269.407956223
458.141601869967,561572.6985138477,273530.92030945333
459.68599917358176,560519.8613500664,274781.47245922365
461.23039647719656,559444.3686453764,276021.0866798307
462.7747937808113,558346.6081159833,277249.7862725056
464.31919108442605,557226.9639226199,278467.5955375214
465.8635883880408,556085.8166826827,279674.53974687774
467.40798569165554,554923.543482458,280870.64511754614
468.9523829952703,553740.5178894625,282055.93878526456
470.4967802988851,552537.1099648952,283230.44877887174
472.04117760249983,551313.6862762197,284394.20399516355
473.5855749061146,550070.609909882,285547.23417426896
475.1299722097293,548808.2404841658,286689.5698755227
476.67436951334406,547526.9341622058,287821.24245383596
478.2187668169588,546227.043665147,288942.28403654613
479.7631641205736,544908.9182854671,290052.7275007369
481.30756142418835,543572.903900464,291152.60645102436
482.8519587278031,542219.3429859063,292241.9551977906
484.39635603141784,540848.5746298588,293320.80873586354
485.9407533350326,539460.934546674,294389.2027236276
487.4851506386473,538056.7550911641,295447.1734625603
489.0295479422621,536636.3652729405,296494.7578771844
490.57394524587687,535200.0907709359,297531.9934954286
492.1183425494916,533748.2539480969,298558.91842938476
493.66273985310636,532281.1738662547,299575.57135646004
495.2071371567211,530799.166301171,300581.9915009087
496.75153446033585,529302.5437577552,301578.2186157423
498.29593176395065,527791.6154854582,302564.29296500667
499.8403290675654,526266.6874938349,303540.25530642044
501.38472637118014,524728.0625682757,304506.1468743682
502.9291236747949,523176.0402859065,305462.009363238
504.4735209784096,521610.9170316538,306407.884911103
506.01791828202437,520032.9860144691,307343.8160837338
507.56231558563917,518442.5372837166,308269.8458589376
509.1067128892539,516839.85774571524,309186.0176112211
510.65111019286866,515225.23118043295,310092.3750967663
512.1955074964834,513598.9382583331,310988.96243871294
513.7399048000982,511961.2565573664,311875.8241127484
515.2843021037129,510312.4605801048,312753.00493299065
516.8286994073277,508652.82177101576,313620.5500381646
518.3730967109424,506982.60853387305,314478.5048780627
519.9174940145572,505302.0862492952,315326.915200289
521.461891318172,503611.5172924166,316165.8270372744
523.0062886217867,501911.16105067654,316995.2866935662
