node,Q,xi,V,tau_star,d_star
267.0731707317073,0.25,0.25,102903.64322270703,250.12596090896903,0.0
275.9756097560976,0.25,0.25,102957.76439584073,245.85017915732556,8.902439024390189
284.8780487804878,0.25,0.25,103082.96203404467,264.2041691735343,0.0
293.780487804878,0.25,0.25,103124.19825998238,258.1707507073188,0.0
302.6829268292683,0.25,0.25,103123.28256617684,255.24298506495342,8.90243902439019
311.5853658536585,0.25,0.25,103249.12222128038,267.96923269370797,0.0
320.4878048780488,0.25,0.25,103258.0321940594,267.07318673170903,8.90243902439019
329.390243902439,0.25,0.25,103384.03341289102,284.87806878049,0.0
338.2926829268293,0.25,0.25,103693.28126065533,288.82525178413727,26.707317073170685
347.1951219512195,0.25,0.25,103819.81481218743,311.5853658536584,17.804878048780466
356.0975609756098,0.25,0.25,103946.50190493422,320.4878048780488,8.90243902439019
0.0,0.25,0.5,108901.11607735958,311.58536585365846,8.902439024390244
8.902439024390244,0.25,0.5,109034.0033288209,347.1951219512195,0.0
17.804878048780488,0.25,0.5,109042.08566677695,349.23414144737006,0.0
26.70731707317073,0.25,0.5,109043.20871876573,343.61964733975435,0.0
35.609756097560975,0.25,0.5,109019.5424335604,338.29268292682923,0.0
44.51219512195122,0.25,0.5,108951.32301372162,329.39024390243907,0.0
53.41463414634146,0.25,0.5,108831.28337002339,321.0245017454501,0.0
62.31707317073171,0.25,0.5,108689.4990932493,318.32670449032497,0.0
71.21951219512195,0.25,0.5,108508.87426271265,311.9702072868748,0.0
80.1219512195122,0.25,0.5,108336.81247826506,309.1232922201491,0.0
89.02439024390245,0.25,0.5,108149.55593435324,304.8790976414001,0.0
97.92682926829268,0.25,0.5,107979.9162179384,302.0978249642001,0.0
106.82926829268293,0.25,0.5,107817.38118471901,300.2268564130505,0.0
115.73170731707317,0.25,0.5,107664.30350999249,298.4430292169612,0.0
124.63414634146342,0.25,0.5,107532.12753334772,293.78052180487816,0.0
133.53658536585365,0.25,0.5,107426.44890616831,290.24461676064004,0.0
142.4390243902439,0.25,0.5,107353.94559646914,289.7748216668168,0.0
151.34146341463415,0.25,0.5,107107.1418081042,284.87818278048746,8.902439024390231
160.2439024390244,0.25,0.5,107237.84905929025,276.51375204823256,0.0
169.14634146341464,0.25,0.5,107082.81766491092,275.0664895627315,8.902439024390231
178.0487804878049,0.25,0.5,107213.47571490206,268.09312729405536,0.0
186.9512195121951,0.25,0.5,107173.2374003032,275.97563075609753,8.902439024390233
195.85365853658536,0.25,0.5,107304.0236441249,267.0731927317097,0.0
204.7560975609756,0.25,0.5,107310.52981684462,262.4491633855457,0.0
213.65853658536585,0.25,0.5,107278.20247607495,267.0731927317073,8.902439024390231
222.5609756097561,0.25,0.5,107408.74640053965,258.33228237741696,0.0
231.46341463414635,0.25,0.5,107448.34732007567,253.8479256143058,0.0
240.3658536585366,0.25,0.5,107518.68656109637,253.05934334241635,0.0
249.26829268292684,0.25,0.5,107556.82693914551,248.33677474620933,0.0
258.1707317073171,0.25,0.5,107638.61457425993,248.98472802276552,0.0
267.0731707317073,0.25,0.5,107652.63842334543,240.36585365853654,0.0
275.9756097560976,0.25,0.5,107773.03469115286,249.2682926829268,0.0
284.8780487804878,0.25,0.5,107787.38556708186,240.3658536585366,0.0
293.780487804878,0.25,0.5,107792.9212068436,231.46341463414637,0.0
302.6829268292683,0.25,0.5,108413.17678638302,222.5609756097561,8.902439024390192
311.5853658536585,0.25,0.5,108545.46862694334,391.7073170731707,0.0
320.4878048780488,0.25,0.5,108114.33936579661,267.073187731709,0.0
329.390243902439,0.25,0.5,108674.20098955648,275.9756097560976,8.90243902439025
338.2926829268293,0.25,0.5,108806.81134649717,364.99999999999994,0.0
347.1951219512195,0.25,0.5,108755.23720167294,329.39024390243895,8.902439024390246
356.0975609756098,0.25,0.5,108887.94902724725,347.19512195121945,0.0
0.0,0.25,1.0,112429.1268344663,342.51215911154424,0.0
8.902439024390244,0.25,1.0,112437.58837872569,338.29268292682923,0.0
17.804878048780488,0.25,1.0,112433.21170022865,331.18332266085974,0.0
26.70731707317073,0.25,1.0,112484.41944620167,330.2569231627937,0.0
35.609756097560975,0.25,1.0,112407.15700916946,327.4136096283022,0.0
44.51219512195122,0.25,1.0,112333.15392940736,320.4879258780545,0.0
53.41463414634146,0.25,1.0,112228.54774987172,320.1632598289398,0.0
62.31707317073171,0.25,1.0,112040.07495249972,316.6201186348717,0.0
71.21951219512195,0.25,1.0,111888.57064488888,314.5819881084212,0.0
80.1219512195122,0.25,1.0,111707.64158405561,311.5853658536585,0.0
89.02439024390245,0.25,1.0,111479.53114067076,302.68292782926835,0.0
97.92682926829268,0.25,1.0,111220.14381304846,295.5454576082793,0.0
106.82926829268293,0.25,1.0,110948.26827320515,302.3497311295109,8.90243902439024
115.73170731707317,0.25,1.0,110799.43877967724,293.7804928048781,0.0
124.63414634146342,0.25,1.0,110780.9317376384,286.76882943786615,0.0
133.53658536585365,0.25,1.0,110679.86044116816,284.2664135133392,0.0
142.4390243902439,0.25,1.0,110572.9113990473,275.97561275609763,0.0
151.34146341463415,0.25,1.0,110448.51122370744,284.8780527804878,8.902439024390233
