t,Q,xi,V,Vtilde,tau_star,d_star,W,fallow_foc
330.325,0.1,0.5,114469.62639744418,113133.95463441081,257.42338460797384,7.967682926829274,1.1726320105544804e8,147.04706184212927
332.15,0.1,0.5,114498.25759235125,113430.5990109313,277.9856261223483,6.142682926829291,1.1726770024636567e8,147.00642562616756
333.975,0.1,0.5,114526.88878725831,113727.24338745179,298.5478676367234,4.317682926829251,1.1727219943728329e8,146.96578941020584
335.8,0.1,0.5,114555.51998216538,114023.88776397228,319.1101091510979,2.492682926829267,1.1727669862820092e8,146.92515319424413
337.625,0.1,0.5,114584.15117707245,114320.53214049277,339.6723506654724,0.6676829268292845,1.1728119781911854e8,146.88451697828242
339.45,0.1,0.5,114616.20399194986,114434.92968503464,346.0378048780487,1.157317073170706,1.1736818761356665e8,-10.60470736655759
341.275,0.1,0.5,114650.23081834863,114444.18482651193,344.2128048780487,2.9823170731707003,1.1750276814082082e8,-10.605975194157221
343.1,0.1,0.5,114684.25764474741,114453.43996798922,342.38780487804866,4.8073170731707515,1.1763734866807497e8,-10.607243021756847
344.925,0.1,0.5,114718.28447114618,114462.69510946651,340.56280487804867,6.632317073170746,1.1777192919532913e8,-10.608510849356477
346.75,0.1,0.5,114752.31129754496,114471.9502509438,338.7378048780487,8.45731707317074,1.1790650972258328e8,-10.609778676956104
348.575,0.1,0.5,114782.31631046998,114546.86072966864,342.4323170731706,7.522560975609768,1.1796164125123717e8,36.9604956657649
350.4,0.1,0.5,114811.02396420989,114642.95034944109,347.90731707317053,5.697560975609786,1.1799114407066515e8,36.94733270415224
352.225,0.1,0.5,114839.73161794982,114739.03996921353,353.38231707317067,3.872560975609746,1.1802064689009315e8,36.93416974253958
354.05,0.1,0.5,114868.43927168974,114835.12958898596,358.85731707317063,2.0475609756097626,1.1805014970952114e8,36.921006780926916
355.875,0.1,0.5,114897.14692542967,114931.2192087584,364.33231707317054,0.22256097560977928,1.1807965252894913e8,36.90784381931425
357.7,0.1,0.5,114909.98163486965,114952.99807755314,363.3975609756097,0.0,1.1809285505475096e8,-9.468667594761317
359.525,0.1,0.5,114920.61176871242,114964.45600871209,361.57256097560975,0.0,1.181037936508825e8,-9.470237174372134
361.35,0.1,0.5,114931.2419025552,114975.91393987104,359.7475609756097,0.0,1.1811473224701405e8,-9.47180675398295
363.175,0.1,0.5,114941.87203639795,114987.37187102999,357.92256097560977,0.0,1.1812567084314558e8,-9.473376333593762
0.0,0.1,1.0,120416.97401168267,120476.5072345445,356.0975609756097,0.0,1.1813660943927711e8,-12.96618686329197
1.825,0.1,1.0,120421.38844068098,120482.96307032762,354.27256097560974,0.0,1.1814034720359924e8,-12.967071224358154
3.65,0.1,1.0,120425.80286967929,120489.41890611075,352.44756097560975,0.0,1.1814408496792138e8,-12.967955585424335
5.475,0.1,1.0,120430.2172986776,120495.87474189387,350.62256097560976,0.0,1.181478227322435e8,-12.968839946490515
7.3,0.1,1.0,120434.6317276759,120502.330577677,348.79756097560977,0.0,1.1815156049656563e8,-12.9697243075567
9.125,0.1,1.0,120433.19698427655,120507.94488077625,346.9725609756098,0.22256097560975613,1.1815462886269224e8,-16.75162654513905
10.95,0.1,1.0,120389.64819961406,120507.50014855157,345.1475609756098,2.047560975609755,1.1815287756181109e8,-16.75156562291649
12.775,0.1,1.0,120346.09941495159,120507.05541632688,343.3225609756098,3.8725609756097557,1.1815112626092994e8,-16.751504700693932
14.6,0.1,1.0,120302.5506302891,120506.6106841022,341.49756097560976,5.697560975609755,1.181493749600488e8,-16.751443778471373
16.425,0.1,1.0,120259.00184562663,120506.16595187751,339.67256097560977,7.522560975609755,1.1814762365916765e8,-16.751382856248814
18.25,0.1,1.0,120233.36968822042,120520.82133890215,337.8812705067593,8.45731707317073,1.1814514209468108e8,17.17016513030653
20.075,0.1,1.0,120263.27907530869,120582.28709559969,336.1944795844721,6.63231707317073,1.181403967130177e8,17.161745163635633
21.9,0.1,1.0,120293.18846239695,120643.75285229723,334.507688662185,4.807317073170732,1.1813565133135433e8,17.153325196964737
23.725,0.1,1.0,120323.09784948523,120705.21860899476,332.8208977398979,2.98231707317073,1.1813090594969097e8,17.14490523029384
25.55,0.1,1.0,120353.0072365735,120766.68436569229,331.13410681761076,1.1573170731707307,1.181261605680276e8,17.136485263622948
27.375,0.1,1.0,120367.13665463388,120803.00270706291,329.826807714943,0.0,1.181183367584845e8,-20.532198651764638
29.2,0.1,1.0,120353.91412637926,120795.73219520021,329.1772944329489,0.0,1.181051770072832e8,-20.5312026912355
31.025,0.1,1.0,120340.69159812464,120788.4616833375,328.52778115095475,0.0,1.1809201725608191e8,-20.53020673070636
32.85,0.1,1.0,120327.46906987003,120781.1911714748,327.8782678689607,0.0,1.180788575048806e8,-20.529210770177222
34.675,0.1,1.0,120314.2465416154,120773.9206596121,327.22875458696655,0.0,1.180656977536793e8,-20.52821480964809
36.5,0.1,1.0,120297.90581544681,120730.1334811837,326.73577747856825,0.0,1.1804822914258337e8,-61.540937913777626
38.325,0.1,1.0,120278.29098146854,120648.00380286136,326.4071633524456,0.0,1.1802623622859807e8,-61.529687272911545
40.15,0.1,1.0,120258.67614749026,120565.87412453901,326.07854922632293,0.0,1.1800424331461276e8,-61.51843663204548
41.975,0.1,1.0,120239.061313512,120483.74444621666,325.7499351002002,0.0,1.1798225040062746e8,-61.5071859911794
43.8,0.1,1.0,120219.44647953371,120401.61476789431,325.42132097407756,0.0,1.1796025748664217e8,-61.49593535031332
45.625,0.1,1.0,120193.10643254955,120352.00980178792,324.6924217604711,0.0,1.1793100424524713e8,-32.261453555418605
47.45,0.1,1.0,120162.46224924162,120323.22065149972,323.707340090875,0.0,1.1789710439430983e8,-32.257509836201045
49.275,0.1,1.0,120131.81806593371,120294.43150121153,322.7222584212789,0.0,1.1786320454337256e8,-32.253566116983485
51.1,0.1,1.0,120101.17388262578,120265.64235092334,321.7371767516828,0.0,1.1782930469243528e8,-32.249622397765926
52.925,0.1,1.0,120070.52969931785,120236.85320063515,320.7520950820867,0.0,1.17795404841498e8,-32.245678678548366
54.75,0.1,1.0,120028.30510067528,120193.1028729634,319.1524390243902,0.0,1.1775495974533007e8,-43.4434895510318
56.575,0.1,1.0,119981.83434974334,120143.866780251,317.32743902439023,0.0,1.1771211472591089e8,-43.43674488079722
58.4,0.1,1.0,119935.3635988114,120094.6306875386,315.50243902439024,0.0,1.1766926970649171e8,-43.43000021056265
60.225,0.1,1.0,119888.89284787946,120045.39459482621,313.67743902439025,0.0,1.1762642468707255e8,-43.42325554032807
62.05,0.1,1.0,119842.4220969475,119996.15850211383,311.85243902439026,0.0,1.1758357966765337e8,-43.416510870093504
63.875,0.1,1.0,119783.42910879725,119931.97529388977,310.0274390243903,0.0,1.1753128365083912e8,-53.001953263926566
65.7,0.1,1.0,119722.28945140958,119865.22972300657,308.2024390243903,0.0,1.1747736746304284e8,-52.99281003503846
67.525,0.1,1.0,119661.14979402191,119798.48415212339,306.3774390243903,0.0,1.1742345127524658e8,-52.98366680615035
69.35,0.1,1.0,119600.01013663424,119731.73858124019,304.5524390243903,0.0,1.1736953508745031e8,-52.97452357726224
71.175,0.1,1.0,119538.87047924656,119664.993010357,302.7274390243903,0.0,1.1731561889965405e8,-52.965380348374126
73.0,0.1,1.0,119526.665006897,119640.27018966121,304.4634146341464,0.0,1.1725888815107809e8,-29.36017506220461
74.825,0.1,1.0,119515.68288917339,119616.5979377201,306.2884146341464,0.0,1.1720208703848265e8,-29.356932287966103
76.65,0.1,1.0,119504.70077144979,119592.92568577899,308.1134146341464,0.0,1.1714528592588721e8,-29.353689513727595
78.475,0.1,1.0,119493.71865372619,119569.25343383788,309.9384146341464,0.0,1.1708848481329179e8,-29.350446739489083
80.3,0.1,1.0,119479.77972911316,119542.72308424032,311.5269330492709,0.0,1.1703106863124445e8,-45.39914174834421
82.125,0.1,1.0,119438.49034077303,119489.75533132066,310.9279968042974,0.0,1.1696796305676714e8,-45.39188589177988
83.95,0.1,1.0,119397.20095243289,119436.787578401,310.32906055932386,0.0,1.1690485748228984e8,-45.38463003521554
85.775,0.1,1.0,119355.91156409276,119383.81982548132,309.73012431435035,0.0,1.1684175190781252e8,-45.377374178651195
87.6,0.1,1.0,119314.62217575264,119330.85207256165,309.1311880693769,0.0,1.167786463333352e8,-45.37011832208687
89.425,0.1,1.0,119273.49946979115,119278.60973335564,308.39459054305024,0.0,1.1671653300567971e8,-43.55218787929321
91.25,0.1,1.0,119232.96941228707,119228.94664290927,307.16853068302373,0.0,1.16657947666724e8,-43.545384716218365
93.075,0.1,1.0,119192.439354783,119179.28355246289,305.9424708229972,0.0,1.1659936232776827e8,-43.538581553143516
94.9,0.1,1.0,119151.90929727894,119129.62046201652,304.7164109629707,0.0,1.1654077698881255e8,-43.531778390068666
96.725,0.1,1.0,119111.37923977486,119079.95737157016,303.49035110294426,0.0,1.1648219164985682e8,-43.52497522699383
98.55,0.1,1.0,119068.62092868246,119056.67875335371,302.059775237561,0.0,1.1642471034486228e8,-1.1827115639360883
100.375,0.1,1.0,119021.565271384,119084.28447443788,300.2347756475612,0.0,1.1636935824822147e8,-1.1864931695640557
102.2,0.1,1.0,118974.50961408553,119111.89019552204,298.40977605756143,0.0,1.1631400615158065e8,-1.1902747751920195
104.025,0.1,1.0,118927.45395678707,119139.49591660619,296.58477646756165,0.0,1.1625865405493984e8,-1.1940563808199869
105.85,0.1,1.0,118880.3982994886,119167.10163769034,294.75977687756193,0.0,1.1620330195829901e8,-1.1978379864479543
107.675,0.1,1.0,118840.14989978961,119164.62990376589,293.41281219009755,0.0,1.1615055607970946e8,-36.761325069835465
109.5,0.1,1.0,118807.78358783739,119127.33164298939,292.61936160030587,0.0,1.1610082792728451e8,-36.75621571904416
111.325,0.1,1.0,118775.41727588515,119090.03338221287,291.8259110105142,0.0,1.1605109977485958e8,-36.751106368252856
113.15,0.1,1.0,118743.05096393292,119052.73512143637,291.03246042072243,0.0,1.1600137162243463e8,-36.74599701746155
114.975,0.1,1.0,118710.68465198069,119015.43686065986,290.23900983093074,0.0,1.159516434700097e8,-36.74088766667025
116.8,0.1,1.0,118689.26337336545,118932.45295793921,290.3229480461619,0.0,1.1591101947062325e8,-79.49461863227341
118.625,0.1,1.0,118675.59482669726,118817.10839217479,291.02836999828435,0.0,1.1587684424630573e8,-79.47881800682623
120.45,0.1,1.0,118661.92628002905,118701.76382641039,291.7337919504068,0.0,1.1584266902198821e8,-79.46301738137906
122.275,0.1,1.0,118648.25773336084,118586.41926064597,292.43921390252916,0.0,1.158084937976707e8,-79.44721675593188
124.1,0.1,1.0,118634.58918669264,118471.07469488155,293.1446358546516,0.0,1.1577431857335319e8,-79.43141613048469
125.925,0.1,1.0,118612.82526526997,118413.35401778396,292.5243357592409,0.0,1.157401929157488e8,-34.78336870018367
127.75,0.1,1.0,118587.71153360407,118379.47770841057,291.3554610234717,0.0,1.1570608776850846e8,-34.77872810985855
129.575,0.1,1.0,118562.59780193817,118345.60139903719,290.18658628770254,0.0,1.1567198262126814e8,-34.774087519533424
131.4,0.1,1.0,118537.48407027227,118311.7250896638,289.0177115519333,0.0,1.156378774740278e8,-34.7694469292083
133.225,0.1,1.0,118512.37033860637,118277.84878029041,287.8488368161641,0.0,1.1560377232678747e8,-34.76480633888318
135.05,0.1,1.0,118493.36526026305,118244.97674471213,287.17816491729866,0.0,1.1557757222379048e8,-34.096721924669296
136.875,0.1,1.0,118475.61784583908,118212.31147138578,286.610064190737,0.0,1.1555299962990242e8,-34.092247229693086
138.7,0.1,1.0,118457.87043141511,118179.64619805945,286.04196346417524,0.0,1.1552842703601436e8,-34.087772534716876
140.525,0.1,1.0,118440.12301699113,118146.9809247331,285.47386273761356,0.0,1.155038544421263e8,-34.083297839740666
142.35,0.1,1.0,118422.37560256716,118114.31565140675,284.9057620110518,0.0,1.1547928184823823e8,-34.078823144764456
144.175,0.1,1.0,118379.5843660011,118091.75638324053,283.1420745607317,1.7359756097561072,1.154696935138739e8,-28.25421949981325
146.0,0.1,1.0,118335.50883086366,118069.71537174917,281.31707497073177,3.5609756097560927,1.1546087360307491e8,-28.2512001831706
147.825,0.1,1.0,118291.43329572621,118047.67436025784,279.49207538073176,5.385975609756078,1.154520536922759e8,-28.24818086652795
149.65,0.1,1.0,118247.35776058877,118025.63334876648,277.6670757907317,7.210975609756092,1.1544323378147689e8,-28.245161549885296
151.475,0.1,1.0,118206.89200705942,118008.63538653022,275.8856024750713,8.768902439024385,1.1543423301284322e8,9.522467295854273
153.3,0.1,1.0,118212.15015389942,118055.51604819178,274.65546196771226,6.943902439024372,1.1542294137830377e8,9.516045287407483
155.125,0.1,1.0,118217.40830073942,118102.39670985336,273.42532146035325,5.118902439024387,1.1541164974376433e8,9.509623278960692
156.95,0.1,1.0,118222.66644757941,118149.27737151492,272.1951809529942,3.293902439024402,1.1540035810922489e8,9.503201270513902
158.775,0.1,1.0,118227.92459441941,118196.15803317649,270.96504044563517,1.4689024390243874,1.1538906647468543e8,9.496779262067115
160.6,0.1,1.0,118237.15865829588,118220.0538842516,270.24189665178113,0.0,1.1537927876913697e8,-55.052880035679635
162.425,0.1,1.0,118262.79337994785,118149.13739165754,271.6101143011354,0.0,1.1537569477067631e8,-55.04316544765305
164.25,0.1,1.0,118288.4281015998,118078.2208990635,272.9783319504897,0.0,1.1537211077221565e8,-55.03345085962647
166.075,0.1,1.0,118314.06282325175,118007.30440646944,274.34654959984397,0.0,1.15368526773755e8,-55.02373627159989
167.9,0.1,1.0,118339.6975449037,117936.38791387538,275.71476724919825,0.0,1.1536494277529433e8,-55.014021683573304
169.725,0.1,1.0,118359.95326352422,117883.18058645357,276.6053797530027,0.0,1.153643613859844e8,-24.402906999661795
171.55,0.1,1.0,118368.62343715396,117868.1160763258,276.46730425100753,0.0,1.1537024715484528e8,-24.400843368137444
173.375,0.1,1.0,118377.29361078369,117853.05156619803,276.32922874901243,0.0,1.1537613292370614e8,-24.398779736613093
175.2,0.1,1.0,118385.96378441343,117837.98705607025,276.19115324701727,0.0,1.15382018692567e8,-24.396716105088743
177.025,0.1,1.0,118394.63395804317,117822.92254594249,276.0530777450221,0.0,1.1538790446142788e8,-24.394652473564392
178.85,0.1,1.0,118401.54661978579,117808.35490084322,275.8495784617673,0.0,1.153940385707955e8,-23.772520949334314
180.675,0.1,1.0,118406.2135718949,117794.42213883589,275.5624821246806,0.0,1.1540049000414398e8,-23.77061235179906
182.5,0.1,1.0,118410.88052400401,117780.48937682857,275.275385787594,0.0,1.1540694143749246e8,-23.76870375426381
184.325,0.1,1.0,118415.54747611312,117766.55661482124,274.98828945050735,0.0,1.1541339287084095e8,-23.766795156728563
186.15,0.1,1.0,118420.21442822223,117752.62385281391,274.7011931134207,0.0,1.1541984430418943e8,-23.764886559193307
187.975,0.1,1.0,118421.8206360517,117741.58303035123,273.882799798785,0.0,1.1542836664282066e8,-20.938608868666577
189.8,0.1,1.0,118421.03147879276,117732.80546492351,272.64860884954584,0.0,1.1543850968993402e8,-20.9374064624436
191.625,0.1,1.0,118420.24232153383,117724.02789949578,271.4144179003066,0.0,1.1544865273704739e8,-20.936204056220625
193.45,0.1,1.0,118419.4531642749,117715.25033406806,270.1802269510674,0.0,1.1545879578416076e8,-20.93500164999765
195.275,0.1,1.0,118418.66400701598,117706.47276864032,268.9460360018282,0.0,1.1546893883127412e8,-20.933799243774672
197.1,0.1,1.0,118418.92218606037,117696.68590014667,267.828264813453,0.0,1.1548004226160558e8,-21.742271212933
198.925,0.1,1.0,118419.66662838847,117686.43042665809,266.76454565690756,0.0,1.1549159158414541e8,-21.740866353551002
200.75,0.1,1.0,118420.41107071655,117676.17495316952,265.7008265003621,0.0,1.1550314090668525e8,-21.73946149416901
202.575,0.1,1.0,118421.15551304465,117665.91947968096,264.6371073438167,0.0,1.1551469022922508e8,-21.738056634787014
204.4,0.1,1.0,118421.89995537275,117655.6640061924,263.57338818727123,0.0,1.1552623955176492e8,-21.73665177540502
206.225,0.1,1.0,118403.87118515912,117646.25143773518,262.45859055168876,1.4689024390243874,1.155426774407687e8,-21.161529152322466
208.05,0.1,1.0,118381.29133311722,117637.04320989162,261.3314102545216,3.2939024390244014,1.1556030043679404e8,-21.160267751248007
209.875,0.1,1.0,118358.7114810753,117627.83498204807,260.2042299573544,5.118902439024387,1.1557792343281938e8,-21.159006350173545
211.7,0.1,1.0,118336.13162903339,117618.62675420451,259.07704966018724,6.943902439024372,1.1559554642884474e8,-21.157744949099087
213.525,0.1,1.0,118313.55177699147,117609.41852636095,257.94986936302007,8.768902439024385,1.1561316942487007e8,-21.156483548024628
215.35,0.1,1.0,118339.44951411107,117659.18421160363,256.94079540601,7.210975609756091,1.15633650420169e8,13.702314758033307
217.175,0.1,1.0,118369.17442932236,117713.60573208994,255.94104563374924,5.385975609756078,1.1565435704698952e8,13.694859755226961
219.0,0.1,1.0,118398.89934453365,117768.02725257624,254.94129586148844,3.5609756097560927,1.1567506367381003e8,13.687404752420619
220.825,0.1,1.0,118428.62425974493,117822.44877306256,253.94154608922767,1.7359756097561077,1.1569577030063055e8,13.679949749614273
222.65,0.1,1.0,118457.27551248277,117873.90157515631,252.94538196784032,0.0,1.1571655564022785e8,-19.67434627672947
224.475,0.1,1.0,118464.99034698821,117867.46436859506,252.01913803848515,0.0,1.1573887587897229e8,-19.67346446761149
226.3,0.1,1.0,118472.70518149366,117861.02716203382,251.09289410913,0.0,1.1576119611771673e8,-19.67258265849351
228.125,0.1,1.0,118480.4200159991,117854.58995547258,250.16665017977482,0.0,1.1578351635646118e8,-19.671700849375533
229.95,0.1,1.0,118488.13485050455,117848.15274891134,249.24040625041965,0.0,1.1580583659520562e8,-19.670819040257552
231.775,0.1,1.0,118499.21310728288,117846.14968020156,248.5001617089198,0.0,1.1582832922656241e8,-5.439652129854748
233.6,0.1,1.0,118526.62798652952,117865.68385248462,248.66334276557433,0.0,1.1585165919346486e8,-5.442328043866125
235.425,0.1,1.0,118554.04286577615,117885.21802476769,248.82652382222884,0.0,1.1587498916036731e8,-5.445003957877505
237.25,0.1,1.0,118581.45774502278,117904.75219705077,248.98970487888334,0.0,1.1589831912726976e8,-5.4476798718888855
239.075,0.1,1.0,118608.87262426942,117924.28636933383,249.15288593553785,0.0,1.159216490941722e8,-5.450355785900262
240.9,0.1,1.0,118630.3390396157,117936.9466518625,248.9304065884224,0.0,1.1594218036577423e8,-18.321016095392444
242.725,0.1,1.0,118637.43000053613,117932.99503415136,247.77591459886276,0.0,1.1595594812373355e8,-18.32047477789777
244.55,0.1,1.0,118644.52096145657,117929.04341644024,246.62142260930312,0.0,1.1596971588169287e8,-18.319933460403092
246.375,0.1,1.0,118651.611922377,117925.09179872912,245.4669306197435,0.0,1.1598348363965221e8,-18.31939214290842
248.2,0.1,1.0,118658.70288329743,117921.140181018,244.31243863018386,0.0,1.1599725139761153e8,-18.318850825413744
250.025,0.1,1.0,118666.22850500606,117917.3512370326,243.22953210289037,0.0,1.1601541035315862e8,-18.103356038401397
251.85,0.1,1.0,118674.3677654745,117913.79195007177,242.24768740467854,0.0,1.1603976864647666e8,-18.102868464845116
253.675,0.1,1.0,118682.50702594293,117910.23266311095,241.26584270646669,0.0,1.160641269397947e8,-18.102380891288842
255.5,0.1,1.0,118690.64628641139,117906.67337615012,240.28399800825485,0.0,1.1608848523311275e8,-18.101893317732564
257.325,0.1,1.0,118698.78554687982,117903.1140891893,239.302153310043,0.0,1.161128435264308e8,-18.101405744176287
259.15,0.1,1.0,118716.60219949028,117884.78467329768,239.43192288927088,0.0,1.1613682635784362e8,-33.18171643846554
260.975,0.1,1.0,118742.77659985975,117853.6992369658,240.52172298083318,0.0,1.1616048492670192e8,-33.177458159515965
262.8,0.1,1.0,118768.95100022922,117822.61380063392,241.61152307239544,0.0,1.1618414349556021e8,-33.17319988056639
264.625,0.1,1.0,118795.12540059868,117791.52836430204,242.70132316395768,0.0,1.1620780206441852e8,-33.16894160161682
266.45,0.1,1.0,118821.29980096816,117760.44292797017,243.79112325551995,0.0,1.1623146063327682e8,-33.16468332266725
268.275,0.1,1.0,118835.23711943865,117746.38398654759,243.47081501612485,0.0,1.162603141179951e8,-18.99560794700283
270.1,0.1,1.0,118842.8292843319,117741.15359804095,242.41933949401107,0.0,1.162918612627889e8,-18.99489145542658
271.925,0.1,1.0,118850.42144922515,117735.9232095343,241.36786397189735,0.0,1.1632340840758273e8,-18.994174963850327
273.75,0.1,1.0,118858.0136141184,117730.69282102767,240.3163884497836,0.0,1.1635495555237654e8,-18.993458472274074
275.575,0.1,1.0,118865.60577901166,117725.46243252102,239.26491292766988,0.0,1.1638650269717035e8,-18.992741980697822
277.4,0.1,1.0,118870.75032583425,117723.0036413,238.32323541239984,0.0,1.1641733253327592e8,-17.046591997123205
279.225,0.1,1.0,118875.20648007447,117721.32436181558,237.4124385865546,0.0,1.164479606263129e8,-17.046361958837668
281.05,0.1,1.0,118879.66263431469,117719.64508233116,236.50164176070936,0.0,1.1647858871934989e8,-17.04613192055213
282.875,0.1,1.0,118884.11878855492,117717.96580284674,235.59084493486415,0.0,1.1650921681238689e8,-17.045901882266595
284.7,0.1,1.0,118888.57494279514,117716.28652336232,234.6800481090189,0.0,1.1653984490542386e8,-17.045671843981054
286.525,0.1,1.0,119013.41788418358,117712.551859502,233.74474640882744,3.293902439024356,1.1660368605426167e8,-18.293153721369354
288.35,0.1,1.0,119151.27561337184,117708.59499192538,232.80679553303096,6.943902439024454,1.166711178037266e8,-18.29261168471502
290.175,0.1,1.0,119289.1333425601,117704.63812434876,231.8688446572345,10.593902439024438,1.1673854955319153e8,-18.29206964806069
292.0,0.1,1.0,119426.99107174836,117700.68125677214,230.93089378143802,14.243902439024422,1.1680598130265644e8,-18.29152761140636
293.825,0.1,1.0,119562.41965705472,117698.72767759122,230.11208212090403,17.760365853658502,1.16872481442748e8,26.714123138857666
295.65,0.1,1.0,119600.68248708539,117776.90563423904,234.05883907086852,15.935365853658514,1.1690171720790458e8,26.70341382972783
297.475,0.1,1.0,119638.94531711604,117855.08359088685,238.0055960208331,14.110365853658468,1.1693095297306117e8,26.692704520597992
299.3,0.1,1.0,119677.20814714671,117933.26154753467,241.9523529707976,12.285365853658478,1.1696018873821776e8,26.681995211468152
301.125,0.1,1.0,119715.47097717738,118011.43950418248,245.89910992076204,10.46036585365849,1.1698942450337434e8,26.671285902338315
302.95,0.1,1.0,119752.51807420723,118147.67942222832,253.80853775536576,8.6353658536585,1.1701866548928033e8,244.0535742532088
304.775,0.1,1.0,119782.47339539892,118622.61411509597,284.83354575036657,6.810365853658518,1.1704793692955776e8,243.98851470624064
306.6,0.1,1.0,119812.42871659063,119097.54880796364,315.85855374536834,4.985365853658478,1.1707720836983518e8,243.92345515927246
308.425,0.1,1.0,119842.38403778232,119572.48350083131,346.8835617403691,3.1603658536584955,1.1710647981011261e8,243.8583956123043
310.25,0.1,1.0,119872.33935897403,120047.41819369896,377.9085697353699,1.3353658536585122,1.1713575125039004e8,243.79333606533612
312.075,0.1,1.0,119900.29502743666,120400.09394140869,400.1201609512239,0.0,1.1716047681244607e8,-5.949458942460616
313.9,0.1,1.0,119922.79709754727,120419.33620232405,398.2951609512239,0.0,1.1717280452480738e8,-5.952094868613404
315.725,0.1,1.0,119945.29916765787,120438.57846323942,396.4701609512239,0.0,1.1718513223716868e8,-5.954730794766196
317.55,0.1,1.0,119967.80123776848,120457.82072415478,394.6451609512239,0.0,1.1719745994952999e8,-5.957366720918984
319.375,0.1,1.0,119990.30330787909,120477.06298507014,392.8201609512239,0.0,1.172097876618913e8,-5.9600026470717715
321.2,0.1,1.0,119960.57152540113,120338.4779132957,384.58540173366276,0.0,1.1722079192224336e8,-227.54788963319137
323.025,0.1,1.0,119849.22434825354,119953.28763419346,366.33539373866194,0.0,1.1722972828883098e8,-227.49512384153354
324.85,0.1,1.0,119737.87717110595,119568.0973550912,348.08538574366054,0.0,1.1723866465541859e8,-227.4423580498757
326.675,0.1,1.0,119626.52999395836,119182.90707598894,329.83537774865977,0.0,1.1724760102200621e8,-227.38959225821785
328.5,0.1,1.0,119515.18281681077,118797.7167968867,311.58536975365894,0.0,1.1725653738859384e8,-227.33682646656
330.325,0.1,1.0,119462.4118073015,118610.56397914577,301.7481707317074,0.0,1.1726320105544804e8,-15.451152151963678
332.15,0.1,1.0,119465.42762411441,118612.01826746322,299.9231707317074,0.0,1.1726770024636567e8,-15.451351369541412
333.975,0.1,1.0,119468.44344092732,118613.47255578067,298.09817073170734,0.0,1.1727219943728329e8,-15.451550587119145
335.8,0.1,1.0,119471.45925774024,118614.92684409813,296.27317073170735,0.0,1.1727669862820092e8,-15.45174980469688
337.625,0.1,1.0,119474.47507455315,118616.38113241558,294.44817073170736,0.0,1.1728119781911854e8,-15.451949022274613
339.45,0.1,1.0,119572.47468814746,118615.86969907564,293.4722982485328,1.157317073170706,1.1736818761356665e8,-17.150395041997324
341.275,0.1,1.0,119725.27264603873,118614.22419554877,292.9863070250653,2.9823170731707003,1.1750276814082082e8,-17.150169630555286
343.1,0.1,1.0,119878.07060393001,118612.5786920219,292.50031580159776,4.8073170731707515,1.1763734866807497e8,-17.149944219113248
344.925,0.1,1.0,120030.86856182128,118610.93318849502,292.01432457813024,6.632317073170746,1.1777192919532913e8,-17.149718807671213
346.75,0.1,1.0,120183.66651971255,118609.28768496815,291.52833335466266,8.45731707317074,1.1790650972258328e8,-17.149493396229175
348.575,0.1,1.0,120243.67286527551,118889.86395280673,302.8162800788777,7.522560975609768,1.1796164125123717e8,187.33867558138124
350.4,0.1,1.0,120273.74643266805,119261.47950173095,317.902271302345,5.697560975609786,1.1799114407066515e8,187.28776934180257
352.225,0.1,1.0,120303.82000006057,119633.09505065519,332.98826252581284,3.872560975609746,1.1802064689009315e8,187.23686310222394
354.05,0.1,1.0,120333.89356745311,120004.71059957941,348.0742537492802,2.0475609756097626,1.1805014970952114e8,187.18595686264527
355.875,0.1,1.0,120363.96713484565,120376.32614850362,363.16024497274753,0.22256097560977928,1.1807965252894913e8,187.1350506230666
357.7,0.1,1.0,120376.51572941557,120431.5202988834,363.3975609756097,0.0,1.1809285505475096e8,-10.334874607917495
359.525,0.1,1.0,120386.63029998234,120442.76703279869,361.5725609756097,0.0,1.181037936508825e8,-10.33641525639904
361.35,0.1,1.0,120396.74487054911,120454.01376671395,359.7475609756097,0.0,1.1811473224701405e8,-10.337955904880584
363.175,0.1,1.0,120406.8594411159,120465.26050062923,357.9225609756097,0.0,1.1812567084314558e8,-10.339496553362128
0.0,0.25,0.0,86744.49089050714,86698.17990893181,343.21746828218625,8.902439024390242,1.1414863134346098e8,0.9774109844991035
1.825,0.25,0.0,86766.1904485646,86721.63822895575,344.53506193390507,7.077439024390243,1.1417718590906745e8,0.9741975160026719
3.65,0.25,0.0,86787.89000662205,86745.0965489797,345.85265558562384,5.2524390243902435,1.1420574047467391e8,0.9709840475062421
5.475,0.25,0.0,86809.58956467951,86768.55486900364,347.17024923734266,3.4274390243902433,1.1423429504028039e8,0.9677705790098106
7.3,0.25,0.0,86831.28912273697,86792.01318902758,348.4878428890614,1.602439024390244,1.1426284960588686e8,0.9645571105133808
9.125,0.25,0.0,86851.71464292376,86814.63309441676,349.49649175653246,0.0,1.1428830364913866e8,-2.805664797141617
10.95,0.25,0.0,86862.96709044179,86831.21641443558,348.2807381774193,0.0,1.1429143393143687e8,-2.8079364848154285
12.775,0.25,0.0,86874.21953795983,86847.7997344544,347.06498459830624,0.0,1.1429456421373506e8,-2.81020817248924
14.6,0.25,0.0,86885.47198547785,86864.38305447322,345.8492310191931,0.0,1.1429769449603327e8,-2.81247986016305
16.425,0.25,0.0,86896.72443299589,86880.96637449204,344.63347744007996,0.0,1.1430082477833146e8,-2.8147515478368614
