t,Q,xi,V,Vtilde,tau_star,d_star,W,fallow_foc
244.55,0.25,0.5,107536.61253877947,106930.71427667238,250.83973610219905,0.0,1.1219002439112552e8,-15.532684859404227
246.375,0.25,0.5,107544.43131627954,106929.09980537315,249.87160953997662,0.0,1.1220355676729465e8,-15.532463698952276
248.2,0.25,0.5,107552.25009377961,106927.48533407389,248.90348297775418,0.0,1.1221708914346379e8,-15.532242538500324
250.025,0.25,0.5,107563.77888813024,106929.25905894046,248.3918507747166,0.0,1.12235036460844e8,-11.054933772426875
251.85,0.25,0.5,107580.5453533287,106935.81611957052,248.52468119641063,0.0,1.1225921663640457e8,-11.055831999910442
253.675,0.25,0.5,107597.31181852715,106942.37318020058,248.65751161810465,0.0,1.1228339681196514e8,-11.056730227394013
255.5,0.25,0.5,107614.07828372561,106948.93024083062,248.79034203979867,0.0,1.1230757698752572e8,-11.05762845487758
257.325,0.25,0.5,107630.84474892406,106955.48730146069,248.92317246149267,0.0,1.1233175716308628e8,-11.058526682361151
259.15,0.25,0.5,107640.15719765934,106943.22314248071,248.03665184270037,0.0,1.1235586686914736e8,-30.276522974689193
260.975,0.25,0.5,107643.03208672187,106914.70429383752,246.26978259803337,0.0,1.1237991571518616e8,-30.272616283094237
262.8,0.25,0.5,107645.9069757844,106886.18544519434,244.50291335336644,0.0,1.1240396456122495e8,-30.26870959149928
264.625,0.25,0.5,107648.78186484693,106857.66659655115,242.7360441086995,0.0,1.1242801340726376e8,-30.264802899904325
266.45,0.25,0.5,107651.65675390944,106829.14774790796,240.96917486403257,0.0,1.1245206225330254e8,-30.26089620830937
268.275,0.25,0.5,107668.89191949944,106826.54493275439,241.5676829268292,0.0,1.1248147368026108e8,-8.696716764838605
270.1,0.25,0.5,107693.57315439996,106837.38006089175,243.39268292682925,0.0,1.1251366570473352e8,-8.69820102896701
271.925,0.25,0.5,107718.25438930048,106848.21518902911,245.21768292682924,0.0,1.1254585772920597e8,-8.699685293095417
273.75,0.25,0.5,107742.935624201,106859.05031716647,247.04268292682923,0.0,1.1257804975367841e8,-8.701169557223821
275.575,0.25,0.5,107767.61685910153,106869.88544530384,248.86768292682922,0.0,1.1261024177815087e8,-8.702653821352229
277.4,0.25,0.5,107775.3308313015,106874.36565370216,247.84390243902442,0.0,1.1264173223869118e8,-13.164769420112815
279.225,0.25,0.5,107778.27276086695,106877.05854092387,246.01890243902437,0.0,1.1267302538437557e8,-13.165138308773324
281.05,0.25,0.5,107781.21469043239,106879.7514281456,244.19390243902438,0.0,1.1270431853005998e8,-13.165507197433834
282.875,0.25,0.5,107784.15661999784,106882.4443153673,242.3689024390244,0.0,1.1273561167574437e8,-13.165876086094341
284.7,0.25,0.5,107787.09854956328,106885.13720258903,240.5439024390244,0.0,1.1276690482142878e8,-13.166244974754852
286.525,0.25,0.5,107788.40966043778,106886.1856366223,238.71890243902442,0.0,1.1283305240154624e8,-14.164871835049523
288.35,0.25,0.5,107789.54446658894,106887.05629193249,236.89390243902437,0.0,1.1290296802862947e8,-14.164991102900235
290.175,0.25,0.5,107790.67927274009,106887.92694724268,235.06890243902438,0.0,1.1297288365571266e8,-14.165110370750947
292.0,0.25,0.5,107791.81407889126,106888.79760255286,233.2439024390244,0.0,1.1304279928279588e8,-14.165229638601655
293.825,0.25,0.5,107796.0224847413,106889.595997213,231.4189024390244,0.04451219512196716,1.1311169977268086e8,-15.788728954462679
295.65,0.25,0.5,107923.17487854688,106887.5039658704,229.59390243902442,1.8695121951219387,1.1313999477463679e8,-15.788442374826708
297.475,0.25,0.5,108050.32727235246,106885.4119345278,227.76890243902437,3.694512195121967,1.1316828977659272e8,-15.788155795190734
299.3,0.25,0.5,108177.47966615805,106883.31990318521,225.94390243902438,5.519512195121939,1.1319658477854866e8,-15.787869215554764
301.125,0.25,0.5,108304.63205996362,106881.22787184262,224.1189024390244,7.344512195121911,1.1322487978050458e8,-15.787582635918792
302.95,0.25,0.5,108417.14554159982,106929.66605392561,227.63536585365824,8.6353658536585,1.1325317983521399e8,173.40566788240045
304.775,0.25,0.5,108444.2653689147,107272.86381432448,262.31036585365814,6.810365853658518,1.1328150936431871e8,173.358654490565
306.6,0.25,0.5,108471.38519622956,107616.06157472334,296.9853658536591,4.985365853658478,1.1330983889342345e8,173.31164109872952
308.425,0.25,0.5,108498.50502354442,107959.2593351222,331.66036585365896,3.1603658536584955,1.1333816842252818e8,173.2646277068941
310.25,0.25,0.5,108525.6248508593,108302.45709552107,366.3353658536588,1.3353658536585122,1.133664979516329e8,173.21761431505863
312.075,0.25,0.5,108521.75651758027,108491.52167350079,384.8524399593902,0.0,1.1339039303902827e8,-141.60083683183652
313.9,0.25,0.5,108433.3750190452,108260.22302670106,359.3024434443908,0.0,1.1340219419448899e8,-141.56915208569956
315.725,0.25,0.5,108344.9935205101,108028.92437990133,333.7524469293906,0.0,1.1341399534994972e8,-141.53746733956262
317.55,0.25,0.5,108256.61202197503,107797.62573310161,308.20245041439125,0.0,1.1342579650541043e8,-141.50578259342566
319.375,0.25,0.5,108168.23052343995,107566.32708630188,282.65245389939184,0.0,1.1343759766087115e8,-141.47409784728873
321.2,0.25,0.5,108159.1282956974,107426.43914973755,267.7853814936601,0.7121951219511994,1.1344806740921585e8,-13.104280333675831
323.025,0.25,0.5,108273.89992856816,107429.38044791602,269.6103780086597,2.537195121951194,1.1345645683394179e8,-13.104683251234524
324.85,0.25,0.5,108388.67156143895,107432.3217460945,271.43537452365945,4.362195121951245,1.134648462586677e8,-13.105086168793221
326.675,0.25,0.5,108503.44319430973,107435.26304427297,273.2603710386591,6.18719512195124,1.1347323568339363e8,-13.105489086351916
328.5,0.25,0.5,108618.21482718049,107438.20434245146,275.0853675536587,8.012195121951235,1.1348162510811955e8,-13.105892003910613
330.325,0.25,0.5,108688.12507703525,107583.85601525457,285.3231707317073,7.967682926829274,1.1348774884231135e8,139.54539797203785
332.15,0.25,0.5,108715.3102002081,107865.42233055735,303.57317073170714,6.142682926829291,1.1349171477599445e8,139.5068272439142
333.975,0.25,0.5,108742.49532338094,108146.98864586014,321.8231707317075,4.317682926829251,1.1349568070967756e8,139.4682565157905
335.8,0.25,0.5,108769.68044655377,108428.55496116292,340.0731707317073,2.492682926829267,1.1349964664336066e8,139.42968578766684
337.625,0.25,0.5,108796.86556972662,108710.12127646571,358.32317073170714,0.6676829268292845,1.1350361257704377e8,139.39111505954315
339.45,0.25,0.5,108800.10670767001,108786.78399520695,360.37073170731713,1.1573170731707059,1.1350381222961992e8,-37.669912689562466
341.275,0.25,0.5,108789.53400798106,108745.2331005473,353.0707317073171,2.9823170731707,1.1350183902771129e8,-37.66422078618443
343.1,0.25,0.5,108778.96130829208,108703.68220588764,345.77073170731694,4.807317073170751,1.1349986582580265e8,-37.658528882806394
344.925,0.25,0.5,108768.38860860311,108662.131311228,338.470731707317,6.632317073170745,1.1349789262389402e8,-37.65283697942836
346.75,0.25,0.5,108757.81590891414,108620.58041656835,331.170731707317,8.457317073170739,1.1349591942198539e8,-37.64714507605032
348.575,0.25,0.5,108775.80753463696,108654.56705141765,332.1499999999999,7.522560975609767,1.1357511937522829e8,17.090377035244614
350.4,0.25,0.5,108803.0134588797,108712.92063126981,335.7999999999999,5.697560975609784,1.1368050421722975e8,17.082383394168975
352.225,0.25,0.5,108830.21938312243,108771.274211122,339.44999999999993,3.872560975609746,1.1378588905923122e8,17.07438975309333
354.05,0.25,0.5,108857.42530736515,108829.62779097416,343.0999999999999,2.0475609756097626,1.1389127390123269e8,17.066396112017692
355.875,0.25,0.5,108884.63123160788,108887.98137082634,346.7499999999999,0.22256097560977928,1.1399665874323416e8,17.058402470942053
357.7,0.25,0.5,108890.31909626747,108841.24079464244,340.7853658536586,1.602439024390212,1.1403455229547514e8,-48.5190668181548
359.525,0.25,0.5,108893.01834154049,108779.90380789796,333.4853658536586,3.427439024390206,1.1406307205747159e8,-48.5106644912035
361.35,0.25,0.5,108895.71758681352,108718.5668211535,326.1853658536584,5.252439024390257,1.1409159181946805e8,-48.5022621642522
363.175,0.25,0.5,108898.41683208654,108657.22983440902,318.8853658536584,7.07743902439025,1.1412011158146451e8,-48.4938598373009
0.0,0.25,1.0,112429.1268344663,112459.1495524312,342.51215911154424,0.0,1.1414863134346098e8,-11.941005321199036
1.825,0.25,1.0,112430.86145103947,112465.47200510812,341.6471664936777,0.0,1.1417718590906745e8,-11.941871410606833
3.65,0.25,1.0,112432.59606761264,112471.79445778504,340.7821738758111,0.0,1.1420574047467391e8,-11.94273750001463
5.475,0.25,1.0,112434.33068418583,112478.11691046196,339.9171812579445,0.0,1.1423429504028039e8,-11.943603589422427
7.3,0.25,1.0,112436.065300759,112484.43936313888,339.05218864007793,0.0,1.1426284960588686e8,-11.944469678830224
9.125,0.25,1.0,112437.47896176326,112490.19494719018,338.11494892018,0.0,1.1428830364913866e8,-14.492284268484617
10.95,0.25,1.0,112436.58174267138,112491.86907713699,336.65753006565626,0.0,1.1429143393143687e8,-14.492513601354045
12.775,0.25,1.0,112435.68452357948,112493.5432070838,335.2001112111325,0.0,1.1429456421373506e8,-14.49274293422347
14.6,0.25,1.0,112434.78730448759,112495.21733703063,333.74269235660876,0.0,1.1429769449603327e8,-14.492972267092899
16.425,0.25,1.0,112433.89008539569,112496.89146697744,332.28527350208503,0.0,1.1430082477833146e8,-14.493201599962326
18.25,0.25,1.0,112435.77208752731,112502.07702122933,331.1370026859564,0.0,1.1430270713739772e8,-6.605232689141001
20.075,0.25,1.0,112446.26967545177,112518.14799082695,330.9470907888529,0.0,1.1430072093444496e8,-6.607434191825607
21.9,0.25,1.0,112456.76726337624,112534.21896042457,330.7571788917494,0.0,1.1429873473149219e8,-6.609635694510212
23.725,0.25,1.0,112467.26485130072,112550.28993002219,330.5672669946458,0.0,1.1429674852853942e8,-6.611837197194818
25.55,0.25,1.0,112477.76243922519,112566.36089961982,330.3773550975423,0.0,1.1429476232558666e8,-6.6140386998794245
27.375,0.25,1.0,112478.62476342426,112574.91022917262,330.04367464770684,0.0,1.1429045582740916e8,-17.880497214001792
29.2,0.25,1.0,112462.78596383265,112570.42204931435,329.4607953731361,0.0,1.1428212748417543e8,-17.87988239484313
31.025,0.25,1.0,112446.94716424105,112565.93386945609,328.8779160985653,0.0,1.1427379914094171e8,-17.879267575684462
32.85,0.25,1.0,112431.10836464945,112561.44568959784,328.29503682399456,0.0,1.1426547079770799e8,-17.878652756525796
34.675,0.25,1.0,112415.26956505784,112556.95750973957,327.7121575494238,0.0,1.1425714245447427e8,-17.878037937367132
36.5,0.25,1.0,112399.75670119326,112545.61207053554,326.7210412532774,0.0,1.1424507732008731e8,-25.579158649155495
38.325,0.25,1.0,112384.58606984201,112527.06650901848,325.3012760844766,0.0,1.1422908855498943e8,-25.576618161276443
40.15,0.25,1.0,112369.41543849079,112508.5209475014,323.8815109156759,0.0,1.1421309978989156e8,-25.57407767339739
41.975,0.25,1.0,112354.24480713956,112489.97538598432,322.4617457468751,0.0,1.1419711102479368e8,-25.571537185518338
43.8,0.25,1.0,112339.07417578832,112471.42982446725,321.04198057807434,0.0,1.141811222596958e8,-25.56899669763929
45.625,0.25,1.0,112320.0781569654,112453.24405958895,320.4473426219152,0.0,1.1415204546086034e8,-25.24318139417968
47.45,0.25,1.0,112298.63389016059,112435.28856455947,320.3807860818466,0.0,1.1411459232043283e8,-25.240721737326325
49.275,0.25,1.0,112277.18962335579,112417.33306952998,320.3142295417781,0.0,1.1407713918000531e8,-25.23826208047297
51.1,0.25,1.0,112255.745356551,112399.37757450051,320.2476730017096,0.0,1.140396860395778e8,-25.235802423619617
52.925,0.25,1.0,112234.30108974618,112381.42207947103,320.18111646164107,0.0,1.1400223289915028e8,-25.233342766766263
54.75,0.25,1.0,112200.27683026592,112350.14331403666,319.63178864982956,0.0,1.1396205714637278e8,-35.20630159524987
56.575,0.25,1.0,112161.63990680466,112313.97934945385,318.9054447050456,0.0,1.1392088310240029e8,-35.201347627498805
58.4,0.25,1.0,112123.00298334341,112277.81538487102,318.17910076026163,0.0,1.1387970905842778e8,-35.19639365974773
60.225,0.25,1.0,112084.36605988214,112241.6514202882,317.4527568154777,0.0,1.1383853501445529e8,-35.19143969199666
62.05,0.25,1.0,112045.72913642088,112205.48745570537,316.7264128706937,0.0,1.1379736097048278e8,-35.186485724245586
63.875,0.25,1.0,112013.56169866782,112167.02301526097,316.26344579274286,0.0,1.1374677878636421e8,-36.65784300754605
65.7,0.25,1.0,111982.50331560761,112128.16420752602,315.8456290348205,0.0,1.1369458377822061e8,-36.6525198831988
67.525,0.25,1.0,111951.44493254738,112089.30539979106,315.4278122768982,0.0,1.1364238877007699e8,-36.64719675885154
69.35,0.25,1.0,111920.38654948716,112050.4465920561,315.0099955189758,0.0,1.1359019376193339e8,-36.64187363450429
71.175,0.25,1.0,111889.32816642693,112011.58778432115,314.5921787610535,0.0,1.1353799875378978e8,-36.636550510157036
73.0,0.25,1.0,111852.38483272222,111971.73364696828,313.98266365746866,0.0,1.1348195586861047e8,-37.19011178359713
74.825,0.25,1.0,111815.29437525141,111931.85462637494,313.36835609524235,0.0,1.1342581678650527e8,-37.1846489040638
76.65,0.25,1.0,111778.20391778059,111891.97560578163,312.754048533016,0.0,1.1336967770440006e8,-37.179186024530466
78.475,0.25,1.0,111741.11346030977,111852.09658518831,312.1397409707896,0.0,1.1331353862229487e8,-37.17372314499714
80.3,0.25,1.0,111703.07937518792,111810.84505714626,311.4073170931707,0.0,1.1325683399174163e8,-44.876675729866875
82.125,0.25,1.0,111656.31673429403,111756.89783520355,309.5823172981707,0.0,1.1319489803804396e8,-44.86928569946377
83.95,0.25,1.0,111609.55409340013,111702.95061326082,307.7573175031707,0.0,1.1313296208434628e8,-44.86189566906065
85.775,0.25,1.0,111562.79145250624,111649.0033913181,305.9323177081708,0.0,1.1307102613064861e8,-44.85450563865754
87.6,0.25,1.0,111516.02881161234,111595.05616937538,304.1073179131708,0.0,1.1300909017695095e8,-44.84711560825443
89.425,0.25,1.0,111467.85871092776,111559.54361121745,302.36174166932386,0.0,1.1294816047673595e8,1.1742614652635641
91.25,0.25,1.0,111414.6843087652,111589.57652429436,300.8985602740211,0.0,1.1289080856668153e8,1.1701473675817962
93.075,0.25,1.0,111361.50990660262,111619.60943737128,299.4353788787183,0.0,1.1283345665662712e8,1.1660332699000246
94.9,0.25,1.0,111308.33550444004,111649.6423504482,297.9721974834156,0.0,1.127761047465727e8,1.1619191722182567
96.725,0.25,1.0,111255.16110227747,111679.6752635251,296.50901608811284,0.0,1.1271875283651829e8,1.1578050745364887
98.55,0.25,1.0,111201.11252525942,111654.00450383614,296.02175675476553,0.6231707317073182,1.1266292274919541e8,-88.22617675486902
100.375,0.25,1.0,111145.37803959155,111520.90523238447,297.416632826618,2.44817073170732,1.1261002760571197e8,-88.20794397795783
102.2,0.25,1.0,111089.64355392367,111387.80596093279,298.8115088984705,4.273170731707321,1.125571324622285e8,-88.18971120104663
104.025,0.25,1.0,111033.90906825579,111254.70668948111,300.2063849703229,6.098170731707322,1.1250423731874505e8,-88.17147842413546
105.85,0.25,1.0,110978.17458258792,111121.60741802944,301.6012610421754,7.92317073170731,1.124513421752616e8,-88.15324564722427
107.675,0.25,1.0,110934.12947131999,111094.18467982257,301.5356534886708,8.056707317073169,1.1239972974062695e8,36.80329713701818
109.5,0.25,1.0,110903.61942514677,111189.12424326758,299.77895963212103,6.231707317073168,1.1234960254781722e8,36.79029171736817
111.325,0.25,1.0,110873.10937897355,111284.0638067126,298.0222657755713,4.406707317073167,1.122994753550075e8,36.77728629771817
113.15,0.25,1.0,110842.59933280032,111379.00337015762,296.2655719190216,2.581707317073165,1.1224934816219777e8,36.76428087806816
114.975,0.25,1.0,110812.0892866271,111473.94293360262,294.5088780624719,0.7567073170731788,1.1219922096938805e8,36.751275458418164
116.8,0.25,1.0,110797.21793463257,111484.4411538966,292.9390932008367,0.0,1.1215692471388936e8,-42.29342907388276
118.625,0.25,1.0,110793.42399101461,111435.12675612523,291.5017022105992,0.0,1.1212017537231933e8,-42.286673676927784
120.45,0.25,1.0,110789.63004739665,111385.81235835387,290.0643112203618,0.0,1.1208342603074929e8,-42.279918279972804
122.275,0.25,1.0,110785.8361037787,111336.4979605825,288.6269202301243,0.0,1.1204667668917924e8,-42.27316288301782
124.1,0.25,1.0,110782.04216016072,111287.18356281114,287.1895292398869,0.0,1.120099273476092e8,-42.26640748606284
125.925,0.25,1.0,110766.27639965022,111258.83874990641,286.40597912880975,0.0,1.1197384133864948e8,-26.017782461488363
127.75,0.25,1.0,110745.55678387382,111239.17100660168,285.89298386428175,0.0,1.1193802981214921e8,-26.015088250076758
129.575,0.25,1.0,110724.83716809741,111219.50326329694,285.3799885997537,0.0,1.1190221828564894e8,-26.01239403866515
131.4,0.25,1.0,110704.11755232101,111199.8355199922,284.8669933352257,0.0,1.1186640675914866e8,-26.009699827253538
133.225,0.25,1.0,110683.39793654461,111180.16777668746,284.3539980706977,0.0,1.1183059523264839e8,-26.007005615841933
135.05,0.25,1.0,110661.6791040076,111136.74696459797,282.8569773846081,0.0,1.1180433117393266e8,-41.69607480636305
136.875,0.25,1.0,110639.75455037283,111088.43581481751,281.15736322937363,0.0,1.1178003277034904e8,-41.6894568406397
138.7,0.25,1.0,110617.82999673806,111040.12466503704,279.4577490741391,0.0,1.1175573436676544e8,-41.68283887491635
140.525,0.25,1.0,110595.90544310329,110991.81351525658,277.75813491890455,0.0,1.1173143596318182e8,-41.676220909193
142.35,0.25,1.0,110573.98088946851,110943.50236547612,276.05852076367006,0.0,1.1170713755959821e8,-41.66960294346965
144.175,0.25,1.0,110548.65336485603,110814.80120313051,277.7115885608537,1.7359756097561077,1.1169759321412773e8,-87.96023418811873
146.0,0.25,1.0,110523.15132891135,110681.97747603798,279.5365887658537,3.5609756097560936,1.1168880548702204e8,-87.94203915701016
147.825,0.25,1.0,110497.64929296669,110549.15374894545,281.3615889708537,5.385975609756079,1.1168001775991634e8,-87.9238441259016
149.65,0.25,1.0,110472.147257022,110416.33002185292,283.18658917585367,7.210975609756093,1.1167123003281064e8,-87.90564909479303
151.475,0.25,1.0,110450.3830288983,110301.94327584755,284.74451621012196,8.768902439024387,1.1166228001992492e8,50.17691065554547
153.3,0.25,1.0,110475.9643665068,110421.09162361287,282.91951641512196,6.943902439024374,1.1165127438715892e8,50.16058896407077
155.125,0.25,1.0,110501.54570411528,110540.2399713782,281.094516620122,5.118902439024388,1.116402687543929e8,50.14426727259607
156.95,0.25,1.0,110527.12704172378,110659.38831914355,279.26951682512214,3.293902439024402,1.116292631216269e8,50.12794558112137
158.775,0.25,1.0,110552.70837933227,110778.53666690887,277.44451703012214,1.4689024390243874,1.116182574888609e8,50.111623889646665
160.6,0.25,1.0,110571.69724490467,110868.98821674727,275.7305832824177,0.0,1.1160872000591107e8,-30.48766502157298
162.425,0.25,1.0,110563.49216332824,110841.06547513709,274.47479697980714,0.0,1.1160523864095291e8,-30.483839988475694
164.25,0.25,1.0,110555.2870817518,110813.14273352691,273.2190106771966,0.0,1.1160175727599478e8,-30.480014955378408
166.075,0.25,1.0,110547.08200017536,110785.21999191672,271.9632243745861,0.0,1.1159827591103664e8,-30.476189922281122
167.9,0.25,1.0,110538.87691859892,110757.29725030654,270.7074380719755,0.0,1.115947945460785e8,-30.472364889183837
169.725,0.25,1.0,110535.2551481155,110734.26156713146,269.66934519724,0.0,1.1159432704178275e8,-22.023713179610283
171.55,0.25,1.0,110541.50512460164,110721.75185597045,269.1001304748504,0.0,1.1160035092968294e8,-22.021999520547133
173.375,0.25,1.0,110547.75510108777,110709.24214480945,268.5309157524609,0.0,1.1160637481758313e8,-22.020285861483984
175.2,0.25,1.0,110554.0050775739,110696.73243364845,267.96170103007137,0.0,1.1161239870548332e8,-22.01857220242083
177.025,0.25,1.0,110560.25505406004,110684.22272248744,267.39248630768185,0.0,1.116184225933835e8,-22.016858543357678
178.85,0.25,1.0,110560.89654452247,110662.9837234121,266.48223946939123,0.0,1.1162476174244587e8,-32.908950750121456
180.675,0.25,1.0,110554.37163617689,110630.59063422398,265.13622937189365,0.0,1.1163150372521546e8,-32.90451334064363
182.5,0.25,1.0,110547.84672783129,110598.19754503586,263.79021927439607,0.0,1.1163824570798507e8,-32.9000759311658
184.325,0.25,1.0,110541.32181948569,110565.80445584773,262.4442091768985,0.0,1.1164498769075467e8,-32.89563852168798
186.15,0.25,1.0,110534.7969111401,110533.41136665961,261.0981990794009,0.0,1.1165172967352426e8,-32.891201112210155
187.975,0.25,1.0,110552.91179240803,110452.33131443585,262.28612714007136,0.0,1.1166078484356771e8,-80.43615106244339
189.8,0.25,1.0,110590.30998728657,110333.1484215755,265.457137237569,0.0,1.1167165033408636e8,-80.41982463876388
191.625,0.25,1.0,110627.70818216511,110213.96552871515,268.62814733506656,0.0,1.11682515824605e8,-80.40349821508438
193.45,0.25,1.0,110665.10637704364,110094.7826358548,271.79915743256413,0.0,1.1169338131512366e8,-80.38717179140488
195.275,0.25,1.0,110702.50457192217,109975.59974299445,274.97016753006176,0.0,1.117042468056423e8,-80.37084536772538
197.1,0.25,1.0,110717.55346991487,109932.43982614516,274.72926829268295,0.0,1.1171584657402089e8,-19.368024704884622
198.925,0.25,1.0,110722.22590863916,109924.57629101528,272.9042682926829,0.0,1.1172778725712018e8,-19.36694750829149
200.75,0.25,1.0,110726.89834736343,109916.7127558854,271.0792682926829,0.0,1.1173972794021945e8,-19.365870311698355
202.575,0.25,1.0,110731.5707860877,109908.84922075552,269.2542682926829,0.0,1.1175166862331873e8,-19.364793115105222
204.4,0.25,1.0,110736.24322481199,109900.98568562564,267.42926829268293,0.0,1.11763609306418e8,-19.363715918512085
206.225,0.25,1.0,110734.50160233067,109955.23637351523,265.60426829268295,0.0,1.1177987772542277e8,22.914998496151256
208.05,0.25,1.0,110731.20505592071,110024.5450548641,263.77926829268296,0.0,1.1179719529252583e8,22.905504156240454
209.875,0.25,1.0,110727.90850951076,110093.85373621294,261.95426829268297,0.0,1.118145128596289e8,22.896009816329652
211.7,0.25,1.0,110724.6119631008,110163.16241756179,260.129268292683,0.0,1.1183183042673197e8,22.88651547641885
213.525,0.25,1.0,110721.31541669085,110232.47109891065,258.304268292683,0.0,1.1184914799383503e8,22.87702113650805
215.35,0.25,1.0,110715.44273008604,110162.53664405276,256.479268292683,0.0,1.118688089986745e8,-59.43450311952063
217.175,0.25,1.0,110709.36666399216,110081.60931002065,254.65426829268299,0.0,1.118886550117563e8,-59.423417183351845
219.0,0.25,1.0,110703.29059789827,110000.68197598854,252.82926829268297,0.0,1.119085010248381e8,-59.41233124718306
220.825,0.25,1.0,110697.21453180439,109919.75464195642,251.00426829268298,0.0,1.1192834703791991e8,-59.40124531101428
222.65,0.25,1.0,110691.3595141043,109843.92612715151,249.17926829268296,0.0,1.1194823276364581e8,-2.116450085614325
224.475,0.25,1.0,110689.81494008312,109867.52458727706,247.35426829268297,0.0,1.1196889288593167e8,-2.1196827513849463
226.3,0.25,1.0,110688.27036606194,109891.1230474026,245.52926829268296,0.0,1.1198955300821754e8,-2.1229154171555678
228.125,0.25,1.0,110686.72579204076,109914.72150752814,243.70426829268297,0.0,1.120102131305034e8,-2.126148082926191
229.95,0.25,1.0,110685.18121801957,109938.31996765368,241.87926829268298,0.0,1.1203087325278927e8,-2.1293807486968124
231.775,0.25,1.0,110693.68887691724,109958.4705059463,240.05426829268296,0.31158536585365887,1.1205189078884086e8,-13.197878485809005
233.6,0.25,1.0,110751.02166713505,109961.8739953362,238.22926829268297,2.1365853658536444,1.120746443346117e8,-13.198344717232278
235.425,0.25,1.0,110808.35445735286,109965.27748472607,236.40426829268296,3.961585365853659,1.1209739788038254e8,-13.198810948655549
237.25,0.25,1.0,110865.68724757068,109968.68097411597,234.57926829268297,5.786585365853645,1.1212015142615338e8,-13.199277180078823
239.075,0.25,1.0,110923.02003778849,109972.08446350585,232.75426829268298,7.611585365853631,1.1214290497192422e8,-13.199743411502094
240.9,0.25,1.0,110972.0508951039,109981.2795950329,234.13414634146343,8.368292682926821,1.1216295963878724e8,-2.358202670443138
242.725,0.25,1.0,111001.01874790511,110004.4711950581,243.25914634146338,6.543292682926836,1.1217649201495638e8,-2.3613796019534377
244.55,0.25,1.0,111029.98660070634,110027.66279508329,252.38414634146346,4.718292682926823,1.1219002439112552e8,-2.3645565334637393
246.375,0.25,1.0,111058.95445350757,110050.8543951085,261.5091463414634,2.8932926829268366,1.1220355676729465e8,-2.367733464974041
248.2,0.25,1.0,111087.9223063088,110074.0459951337,270.63414634146335,1.0682926829268506,1.1221708914346379e8,-2.3709103964843425
250.025,0.25,1.0,111108.75182560213,110091.2933629274,275.2189024390244,0.0,1.12235036460844e8,-10.228664556161423
251.85,0.25,1.0,111118.09193288433,110100.14887345314,273.39390243902443,0.0,1.1225921663640457e8,-10.229877639795085
253.675,0.25,1.0,111127.43204016655,110109.00438397889,271.5689024390244,0.0,1.1228339681196514e8,-10.23109072342875
255.5,0.25,1.0,111136.77214744875,110117.85989450463,269.7439024390244,0.0,1.1230757698752572e8,-10.232303807062411
257.325,0.25,1.0,111146.11225473095,110126.71540503035,267.9189024390244,0.0,1.1233175716308628e8,-10.233516890696073
259.15,0.25,1.0,111154.0911816278,110134.30302014438,266.0939024390244,0.0,1.1235586686914736e8,-11.529293821302481
260.975,0.25,1.0,111160.89454364638,110140.79563467552,264.2689024390244,0.0,1.1237991571518616e8,-11.530183220553324
262.8,0.25,1.0,111167.69790566499,110147.28824920669,262.4439024390244,0.0,1.1240396456122495e8,-11.531072619804167
264.625,0.25,1.0,111174.50126768358,110153.78086373785,260.6189024390244,0.0,1.1242801340726376e8,-11.531962019055012
266.45,0.25,1.0,111181.30462970216,110160.27347826901,258.7939024390244,0.0,1.1245206225330254e8,-11.532851418305857
268.275,0.25,1.0,111185.15003824807,110204.90398408021,256.9689024390244,0.0,1.1248147368026108e8,20.19423709651101
270.1,0.25,1.0,111187.46169314148,110269.30969277736,255.14390243902437,0.0,1.1251366570473352e8,20.18541439668948
271.925,0.25,1.0,111189.7733480349,110333.71540147452,253.31890243902438,0.0,1.1254585772920597e8,20.176591696867952
273.75,0.25,1.0,111192.0850029283,110398.12111017166,251.4939024390244,0.0,1.1257804975367841e8,20.167768997046426
275.575,0.25,1.0,111194.39665782171,110462.52681886882,249.6689024390244,0.0,1.1261024177815087e8,20.158946297224897
277.4,0.25,1.0,111187.9157060843,110469.84967469274,247.84390259902443,1.4243902439023892,1.1264173223869118e8,-19.917347378269888
279.225,0.25,1.0,111178.96183373196,110461.11797814608,246.01890280402438,3.2493902439024285,1.1267302538437557e8,-19.91615125545528
281.05,0.25,1.0,111170.00796137961,110452.3862815994,244.19390300902438,5.074390243902411,1.1270431853005998e8,-19.914955132640664
282.875,0.25,1.0,111161.05408902727,110443.65458505273,242.36890321402439,6.899390243902394,1.1273561167574437e8,-19.91375900982605
284.7,0.25,1.0,111152.10021667494,110434.92288850607,240.54390341902442,8.724390243902375,1.1276690482142878e8,-19.91256288701144
286.525,0.25,1.0,111189.99168162204,110393.05601186154,238.9237165965734,7.255487804878019,1.1283305240154624e8,-40.0259300162694
288.35,0.25,1.0,111232.94750735827,110347.60695358482,237.32567171710062,5.4304878048779806,1.1290296802862947e8,-40.01970411787533
290.175,0.25,1.0,111275.90333309451,110302.15789530809,235.7276268376279,3.6054878048779972,1.1297288365571266e8,-40.01347821948126
292.0,0.25,1.0,111318.85915883075,110256.70883703137,234.12958195815514,1.7804878048780148,1.1304279928279588e8,-40.007252321087186
293.825,0.25,1.0,111363.52622872753,110212.82712474474,232.55373213868066,0.04451219512196716,1.1311169977268086e8,-4.789632583007288
