t,k,m,lambda,k_baseline,m_baseline,lambda_baseline
27,0.01219857695007427,0.0007305516629920407,0.03072196786142921,0.0062573806859311295,0.00023921317369794958,0.001637582010196547
28,0.012306117429014937,0.0007348898609850926,0.03171916104935856,0.006281040528088726,0.00023975905531715839,0.001667592337932073
29,0.012408031284966507,0.0007390478911344086,0.03269549060190399,0.006303946857635717,0.0002402932717660104,0.001697197994561766
30,0.012504122222254083,0.0007430208493987132,0.03364675977566151,0.006326083966215733,0.00024081558076491908,0.0017263492115477
31,0.012594205672698883,0.0007468040848097551,0.03456878011707405,0.006347436581369899,0.00024132574428911919,0.0017549959634394644
32,0.01267810955736324,0.0007503932121161882,0.03545740533109508,0.006367989886696991,0.00024182352875632982,0.001783088115503018
33,0.012755674997278383,0.0007537841236848113,0.036308565750161156,0.006387729541567329,0.0002423087052124289,0.0018105755759231933
34,0.012826756968310149,0.0007569730006034626,0.037118302969104025,0.006406641700348372,0.00024278104951490101,0.0018374084519361112
35,0.012891224895695387,0.0007599563229336332,0.037882804196556104,0.006424713031100253,0.00024324034251380796,0.0018635372092039762
36,0.012948963184203814,0.0007627308790650096,0.03859843586637355,0.006441930733700637,0.00024368637023003653,0.0018889128337046426
37,0.012999871680342171,0.0007652937741285957,0.03926177605397035,0.006458282557358974,0.0002441189240305758,0.0019134869953724568
38,0.01304386606351505,0.0007676424374298414,0.03986964525239218,0.00647375681748137,0.00024453780080059074,0.0019372122126954773
39,0.013080878163584594,0.000769774628868226,0.04041913508140582,0.006488342411848435,0.0002449428031120386,0.0019600420174480603
40,0.013110856202823777,0.0007716884443150043,0.040907634529575576,0.006502028836069814,0.0002453337393886037,0.0019819311187166916
41,0.01313376496082868,0.0007733823199262406,0.04133285336376983,0.006514806198280394,0.00024571042406670927,0.0020028355653619375
42,0.0131495858615385,0.0007748550353738795,0.041692842382116894,0.0065266652330448,0.0002460726777523796,0.0020227129060500088
43,0.013158316982101828,0.0007761057159832403,0.04198601023425836,0.006537597314438385,0.0002464203273737248,0.0020415223459845228
44,0.013159972983915929,0.0007771338337711074,0.042211136585817884,0.006547594468274689,0.0002467532063288332,0.002059224899472386
45,0.013154584966748786,0.0007779392073843231,0.04236738146117578,0.006556649383451046,0.00024707115462884875,0.002075783537467521
46,0.013142200247422502,0.0007785220009445284,0.04245429065867494,0.006564755422386139,0.00024737401903603064,0.002091163329252617
47,0.013122882065087143,0.0007788827218103432,0.04247179719397945,0.0065719066305250816,0.0002476616531965863,0.00210533157744192
48,0.013096709215639936,0.0007790222172738338,0.04242021878913673,0.006578097744889985,0.0002479339177680893,0.0021182579455174284
49,0.013063775618340165,0.0007789416702134652,0.042300251485638235,0.006583324201655785,0.0002481906805412818,0.002129914577146472
50,0.013024189818131636,0.0007786425937309652,0.042112959518164746,0.006587582142733703,0.00024843181655609186,0.002140276206570392
51,0.012978074427605577,0.0007781268248044373,0.04185976164054242,0.006590868421346684,0.00024865720821167766,0.0021493202594014458
52,0.012925565512916523,0.000777396516994776,0.04154241414565928,0.006593180606583748,0.0002488667453703497,0.002157026943218133
53,0.012866811928295923,0.0007764541322468027,0.04116299086574355,0.0065945169869224725,0.0002490603254551989,0.0021633793274071287
54,0.012801974604092638,0.0007753024318306196,0.0407238604777169,0.006594876572711199,0.00024923785354128797,0.002168363411762673
55,0.012731225793503421,0.0007739444664723545,0.0402276614696965,0.006594259097605172,0.0002493992424402731,0.002171968183421083
56,0.012654748283338214,0.0007723835657268458,0.03967727514871308,0.006592665018953148,0.0002495444127783144,0.002174185661778436
57,0.01257273457429519,0.0007706233266477091,0.039075797086110774,0.006590095517133548,0.00024967329306716955,0.0021750109311128216
58,0.012485386036298536,0.0007686676018128032,0.038426507405859,0.0065865524938417954,0.0002497858197683486,0.0021744421607083645
59,0.012392912044478536,0.0007665204867652082,0.03773284032227846,0.00658203856933283,0.00024988193735024156,0.0021724806123556363
60,0.012295529101350062,0.0007641863069315395,0.03699835332777483,0.006576557078625345,0.00024996159833812556,0.0021691306351817818
61,0.012193459950674857,0.0007616696040806973,0.0362266964185474,0.0065701120666767565,0.0002500247633569736,0.0021643996478425327
62,0.012086932688375934,0.000758975122386993,0.03542158172749198,0.006562708282540333,0.00025007140116700227,0.0021582981081870387
63,0.011976179875713311,0.0007561077941620478,0.03458675390935081,0.006554351172518185,0.0002501014886919013,0.002150839470584219
64,0.011861437659731185,0.0007530727253198793,0.03372596159436668,0.006545046872326308,0.00025011501103969983,0.002142040131175412
65,0.011742944905752985,0.0007498751806392195,0.03284293019411862,0.006534802198290043,0.00025011196151624045,0.002131919361391999
66,0.011620942346433745,0.0007465205688863616,0.03194133630773329,0.006523624637590606,0.0002500923416312367,0.0021204992301476384
67,0.011495671751585675,0.0007430144278607287,0.031024783939164594,0.00651152233758541,0.00025005616109690683,0.0021078045151822497
68,0.011367375122675338,0.0007393624094238851,0.030096782697586397,0.006498504094227037,0.0002500034378191857,0.0020938626040983696
69,0.011236293915553934,0.0007355702645709447,0.029160728113983795,0.0064845793396076795,0.00024993419788152643,0.0020787033856893692
70,0.011102668294630977,0.0007316438286012491,0.028219884168536817,0.006469758128657758,0.0002498484755213199,0.0020623591322130753
71,0.010966736421339109,0.000727589006442844,0.027277368086076222,0.006454051125029331,0.0002497463130989671,0.0020448643733127197
72,0.010828733779369736,0.0007234117581827013,0.026336137421381477,0.00643746958619636,0.0002496277610596521,0.0020262557623300643
73,0.010688892538787425,0.0007191180848518019,0.025398979422922085,0.00642002534780584,0.0002494928778878745,0.0020065719357922314
74,0.010547440960762376,0.0007147140145112419,0.024468502633254972,0.006401730807315007,0.00024934173005481406,0.001985853366884275
75,0.010404602844294397,0.0007102055886823323,0.023547130657023425,0.006382598906951343,0.0002491743919586052,0.0019641422137436403
76,0.010260597015946697,0.0007055988491604133,0.022637098003602182,0.006362643116033343,0.00024899094585761607,0.0019414821634302268
77,0.010115636863261687,0.000700899825248712,0.021740447891044203,0.006341877412691106,0.0002487914817968341,0.0019179182724368175
78,0.009969929912200477,0.0006961145214451133,0.020859031881171188,0.006320316265026898,0.00024857609752746985,0.0018934968046091614
79,0.00982367744863281,0.0006912489056112442,0.01999451120238809,0.006297974611756589,0.00024834489841990494,0.0018682650673432282
80,0.009677074183607777,0.0006863088976497215,0.019148359606996228,0.0062748678423738555,0.0002480979973701109,0.0018422712469189422
81,0.00953030796185936,0.000681300358711946,0.01832186760327766,0.006251011776879347,0.0002478355146996891,0.0018155642438156963
82,0.009383559512745955,0.000676229080955331,0.017516147899208603,0.006226422645117921,0.00024755757804967895,0.0017881935088349904
83,0.009237002242590497,0.0006711007778654232,0.016732141894087203,0.006201117065767021,0.00024726432226829194,0.0017602088808302621
84,0.009090802067178494,0.0006659210751550712,0.01597062705634321,0.006175112025019843,0.00024695588929274733,0.0017316604268135397
85,0.00894511728298528,0.000660695502249508,0.015232225030032158,0.006148424855006923,0.0002466324280253796,0.001702598285173469
86,0.008800098475541657,0.0006554294843630877,0.014517410318688867,0.006121073211999701,0.0002462940942042066,0.0016730725126999249
87,0.008655888463208023,0.0006501283351704243,0.013826519403004193,0.006093075054439733,0.0002459410502681502,0.0016431329360672253
88,0.008512622274511548,0.0006447972500717786,0.013159760157881667,0.006064448620836678,0.0002455734652171048,0.0016128290083815536
89,0.008370427157107365,0.0006394413000498598,0.012517221444523687,0.006035212407578074,0.00024519151446706353,0.0015822096713488723
90,0.008229422616352806,0.000634065426112617,0.011898882764001284,0.006005385146693332,0.00024479537970051096,0.0015513232235680023
91,0.008089720481432765,0.0006286744343142327,0.01130462387001446,0.005974985783613768,0.00024438524871230147,0.0015202171954001242
92,0.007951424996942326,0.0006232729913443161,0.010734234250005331,0.005944033454969847,0.00024396131525124327,0.00148893823081124
93,0.007814632937819256,0.0006178656206732617,0.010187422395231927,0.005912547466466056,0.0002435237788576147,0.0014575319765286062
